Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-02-12,6.2497,6.4328,5.709,5.9107,6.0756,7.2,43.75,0.02582,2219.84,17,0.168,1.905,0.00012,0.74,0.7887,6.331,-0.0664
2020-02-13,5.872,6.7373,5.6114,6.4493,6.1675,7.01,43.24,0.02514,2422.12,18.49,0.182,2.072,0.04065,0.74,0.8216,6.3419,0.0169
2020-02-14,6.5557,6.7639,5.7417,6.1428,6.301,4.9,30.89,0.01758,2307,17.59,0.172,1.971,0.01973,0.74,0.8183,6.3621,-0.0345
2020-02-17,5.9553,6.2733,5.7097,5.9144,5.9632,9.06,54.02,0.03249,2221.21,16.95,0.164,1.9,0.03016,0.74,0.8069,6.3388,-0.067
2020-02-18,6.1433,6.3936,5.6877,5.8109,6.0089,11.78,70.78,0.04224,2182.34,16.7,0.159,1.871,0.00928,0.74,0.7804,6.3214,-0.0808
2020-02-19,5.9403,6.4491,5.8849,6.392,6.1666,8.41,51.89,0.03018,2400.58,18.38,0.173,2.059,0.01827,0.74,0.8208,6.3176,0.0118
2020-02-20,6.3031,6.7007,6.2268,6.533,6.4409,7.57,48.78,0.02716,2453.55,18.91,0.176,2.118,0.04028,0.74,0.7972,6.2937,0.038
2020-02-21,6.4952,6.6735,5.7482,5.8797,6.1992,6.4,39.7,0.02297,2208.19,17.02,0.157,1.907,0.02327,0.74,0.8368,6.297,-0.0663
2020-02-24,5.8151,5.8744,5.7527,5.8168,5.8147,5.77,33.56,0.02069,2184.56,16.86,0.153,1.889,0.01745,0.74,0.8034,6.2694,-0.0722
2020-02-25,5.9387,6.1723,5.8814,6.1234,6.029,4.6,27.72,0.01649,2299.72,17.75,0.16,1.989,0.01496,0.74,0.8051,6.272,-0.0237
2020-02-26,6.2344,6.2999,5.8946,6.0439,6.1182,4.37,26.76,0.01569,2269.86,17.58,0.157,1.97,0.04095,0.74,0.7751,6.2541,-0.0336
2020-02-27,6.0452,6.2049,5.8595,6.0264,6.034,4.44,26.81,0.01593,2263.3,17.55,0.155,1.967,0.0111,0.74,0.7387,6.2441,-0.0349
2020-02-28,6.0684,6.2462,5.6907,5.9567,5.9905,4.86,29.13,0.01744,2237.12,17.29,0.152,1.938,0.01647,0.74,0.7109,6.2655,-0.0493
