Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-21,41.0228,42.0307,34.6462,36.4796,38.5448,1.36,52.61,0.01863,5609.98,16.14,0.399,2.502,0.03505,1.18,0.7504,40.1991,-0.0925
2020-01-22,35.7335,38.9556,34.5187,38.0943,36.8255,0.77,28.18,0.01044,5858.29,16.88,0.407,2.617,0.03405,1.18,0.748,40.1635,-0.0515
2020-01-23,38.1176,38.8319,34.8168,36.0665,36.9582,1.21,44.63,0.01648,5546.44,16,0.376,2.48,0.03673,1.18,0.7529,40.1572,-0.1019
2020-01-24,35.5074,39.4071,34.7563,38.78,37.1127,0.7,25.98,0.00956,5963.74,17.15,0.395,2.66,0.01994,1.18,0.775,40.3046,-0.0378
2020-01-27,37.2279,39.8501,36.2612,38.1803,37.8799,0.91,34.54,0.01244,5871.52,16.9,0.38,2.62,0.03587,1.18,0.7485,40.3226,-0.0531
2020-01-28,39.0404,39.8021,38.2995,39.3064,39.1121,1.14,44.59,0.01556,6044.68,17.37,0.383,2.693,0.04745,1.18,0.7345,40.4174,-0.0275
2020-01-29,39.8993,41.0079,34.4901,35.3757,37.6933,1.42,53.37,0.01933,5440.21,15.65,0.337,2.426,0.02207,1.18,0.7771,40.4248,-0.1249
2020-01-30,35.1818,39.5803,34.6703,38.9133,37.0864,0.79,29.37,0.01081,5984.23,17.25,0.363,2.674,0.04745,1.18,0.8176,40.3907,-0.0366
2020-01-31,37.8726,38.6238,36.6421,37.8118,37.7376,0.91,34.16,0.01236,5814.84,16.78,0.345,2.601,0.04882,1.18,0.7992,40.3863,-0.0637
2020-02-03,38.4462,40.5385,35.0725,36.3076,37.5912,1.26,47.3,0.01717,5583.51,16.16,0.325,2.506,0.04398,1.18,0.7908,40.2886,-0.0988
2020-02-04,38.0564,40.6186,37.7249,39.9383,39.0846,1.16,45.44,0.01587,6141.87,17.82,0.351,2.763,0.03226,1.18,0.8307,40.2213,-0.007
2020-02-05,40.8269,42.5651,38.2992,38.9632,40.1636,0.74,29.78,0.01012,5991.9,17.37,0.335,2.693,0.03252,1.18,0.8085,40.3631,-0.0347
2020-02-06,37.8606,38.4328,36.897,37.8531,37.7609,1.02,38.43,0.01389,5821.19,16.86,0.32,2.613,0.0496,1.18,0.7907,40.3783,-0.0625
2020-02-07,37.4379,41.8349,36.2737,40.2468,38.9483,1.05,40.81,0.0143,6189.3,17.89,0.333,2.773,0.04194,1.18,0.8014,40.449,-0.005
2020-02-10,39.6442,41.6021,37.7975,39.6496,39.6733,0.8,31.88,0.01097,6097.46,17.59,0.323,2.726,0.01966,1.18,0.7731,40.6513,-0.0246
2020-02-11,41.1867,41.8749,39.5496,40.2951,40.7266,0.96,38.98,0.01306,6196.73,17.95,0.322,2.782,0.02857,1.18,0.7473,40.4696,-0.0043
2020-02-12,40.4612,43.6941,39.7394,42.8445,41.6848,1.23,51.17,0.01675,6588.78,19.13,0.336,2.966,0.02243,1.18,0.7602,40.4177,0.06
2020-02-13,44.2867,44.7702,38.7537,40.0077,41.9546,0.82,34.48,0.01122,6152.54,17.85,0.309,2.767,0.04417,1.18,0.7747,40.5963,-0.0145
2020-02-14,40.0338,43.0723,37.8578,39.5258,40.1224,1.06,42.47,0.01445,6078.42,17.64,0.3,2.735,0.02386,1.18,0.7456,40.444,-0.0227
2020-02-17,39.5463,39.9688,38.2728,38.662,39.1125,0.94,36.71,0.01281,5945.59,17.24,0.288,2.673,0.01062,1.18,0.7256,40.4794,-0.0449
2020-02-18,39.1482,40.0671,36.8722,37.2478,38.3338,1.31,50.18,0.01787,5728.11,16.57,0.273,2.569,0.02538,1.18,0.7184,40.5985,-0.0825
2020-02-19,37.3928,41.0911,35.9545,40.3168,38.6888,1.44,55.71,0.01966,6200.06,17.99,0.291,2.789,0.02719,1.18,0.7479,40.5074,-0.0047
2020-02-20,41.0151,41.3219,39.1935,39.6548,40.2963,0.83,33.32,0.01129,6098.26,17.66,0.281,2.738,0.03053,1.18,0.7235,40.6788,-0.0252
2020-02-21,39.9335,40.6307,39.1583,39.5658,39.8221,0.82,32.83,0.01125,6084.58,17.65,0.276,2.737,0.03794,1.18,0.6891,40.5945,-0.0253
2020-02-24,40.7038,41.079,36.0122,37.1666,38.7404,1.07,41.56,0.01464,5715.62,16.63,0.256,2.578,0.04634,1.18,0.7028,40.5057,-0.0824
2020-02-25,37.9962,39.8579,35.1966,37.2524,37.5758,1.02,38.45,0.01397,5728.82,16.67,0.252,2.585,0.00888,1.18,0.6695,40.4942,-0.0801
2020-02-26,37.232,38.1076,36.9145,37.8801,37.5336,1.09,41.06,0.01493,5825.35,16.98,0.253,2.632,0.01382,1.18,0.6494,40.4716,-0.064
2020-02-27,37.4057,39.9451,36.6286,39.5459,38.3813,0.8,30.7,0.01092,6081.52,17.79,0.26,2.758,0.03458,1.18,0.6518,40.3489,-0.0199
2020-02-28,40.4128,42.4025,38.9939,39.6883,40.3744,0.81,32.63,0.01103,6103.42,17.87,0.257,2.771,0.04086,1.18,0.6221,40.3794,-0.0171
