Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-21,31.6787,32.6477,27.4164,27.778,29.8802,2.57,76.71,0.0212,9904.79,16.3,0.606,2.934,0.02122,1.05,0.6385,31.3315,-0.1134
2020-01-22,28.4139,31.5381,27.2829,30.5558,29.4477,1.33,39.29,0.01102,10895.27,18,0.643,3.241,0.01394,1.05,0.6859,31.1805,-0.02
2020-01-23,29.6184,30.0083,28.1912,28.4486,29.0666,1.46,42.56,0.01209,10143.91,16.72,0.578,3.01,0.03658,1.05,0.7064,31.2374,-0.0893
2020-01-24,27.5965,31.9623,26.2704,31.2934,29.2807,1.3,37.93,0.0107,11158.3,18.48,0.615,3.327,0.04172,1.05,0.7504,31.0627,0.0074
2020-01-27,31.7939,35.1132,30.1651,34.4228,32.8737,2.19,71.96,0.01807,12274.13,20.31,0.654,3.656,0.01389,1.05,0.7923,31.078,0.1076
2020-01-28,34.646,35.5931,29.5271,30.9805,32.6867,1.97,64.53,0.0163,11046.71,18.35,0.571,3.304,0.03372,1.05,0.832,31.0731,-0.003
2020-01-29,31.7996,32.1088,28.9386,29.4004,30.5618,1,30.44,0.00823,10483.3,17.41,0.525,3.133,0.00827,1.05,0.8309,30.9246,-0.0493
2020-01-30,31.0953,32.9053,29.6575,31.0987,31.1892,1.59,49.54,0.01311,11088.86,18.37,0.539,3.307,0.01536,1.05,0.8352,30.9723,0.0041
2020-01-31,31.1229,31.6926,29.7958,30.1997,30.7027,0.86,26.27,0.00707,10768.29,17.85,0.509,3.213,0.01397,1.05,0.8164,30.949,-0.0242
2020-02-03,30.8249,32.5927,27.2364,28.7513,29.8513,1.22,36.38,0.01006,10251.84,17.03,0.471,3.065,0.02082,1.05,0.8136,30.8616,-0.0684
2020-02-04,27.9355,30.6174,27.2299,29.2309,28.7534,1.3,37.49,0.01077,10422.87,17.33,0.466,3.12,0.02728,1.05,0.7862,30.8057,-0.0511
2020-02-05,29.3649,31.6189,28.4616,31.1061,30.1379,1.13,34.06,0.00933,11091.5,18.49,0.483,3.328,0.02114,1.05,0.7978,30.7164,0.0127
2020-02-06,31.1746,32.1954,25.9445,27.9955,29.3275,1.98,58.04,0.01634,9982.35,16.66,0.424,2.999,0.00424,1.05,0.8373,30.7044,-0.0882
2020-02-07,27.1159,33.0363,26.0066,30.795,29.2385,2.34,68.44,0.01933,10980.58,18.31,0.454,3.295,0.02314,1.05,0.8748,30.6735,0.004
2020-02-10,30.4777,32.4361,30.1993,31.9812,31.2736,1.41,44.11,0.01165,11403.54,19.07,0.46,3.432,0.01872,1.05,0.8616,30.6138,0.0447
2020-02-11,32.6697,33.0644,30.5015,31.2044,31.86,1.32,42.12,0.01092,11126.56,18.65,0.439,3.358,0.0211,1.05,0.8378,30.5568,0.0212
2020-02-12,31.0868,34.1208,30.1679,33.2575,32.1582,1.81,58.11,0.01492,11858.61,19.96,0.457,3.593,0.04468,1.05,0.8482,30.3666,0.0952
2020-02-13,31.2302,31.8526,29.2886,29.9317,30.5758,1.32,40.3,0.01088,10672.75,18,0.402,3.241,0.02378,1.05,0.8851,30.3689,-0.0144
2020-02-14,31.2658,33.6968,28.2536,30.6946,30.9777,1.12,34.57,0.00921,10944.77,18.5,0.403,3.331,0.03505,1.05,0.8611,30.1507,0.018
2020-02-17,29.5887,30.4634,26.8952,27.9062,28.7134,1.87,53.73,0.01545,9950.51,16.81,0.359,3.027,0.01299,1.05,0.8901,30.1708,-0.0751
2020-02-18,28.0096,30.0804,26.3929,27.4193,27.9755,2.41,67.37,0.01988,9776.89,16.56,0.345,2.98,0.0445,1.05,0.8595,30.0871,-0.0887
2020-02-19,27.2627,27.8524,25.7804,26.6649,26.8901,1.5,40.41,0.01241,9507.9,16.19,0.329,2.915,0.03009,1.05,0.8384,29.9128,-0.1086
2020-02-20,25.7776,31.3537,24.2335,29.1614,27.6315,0.98,26.96,0.00806,10398.07,17.71,0.352,3.188,0.0165,1.05,0.8707,29.9114,-0.0251
2020-02-21,29.5818,31.0476,28.0824,29.6964,29.6021,1.14,33.68,0.00939,10588.86,18.03,0.352,3.246,0.00641,1.05,0.8418,29.9291,-0.0078
2020-02-24,30.6682,31.2105,30.2581,30.4971,30.6584,1.39,42.66,0.01149,10874.33,18.49,0.355,3.329,0.00821,1.05,0.8211,29.9973,0.0167
2020-02-25,30.8334,33.5025,29.4549,31.5949,31.3464,1.56,48.91,0.01288,11265.78,19.19,0.36,3.454,0.02158,1.05,0.8086,29.999,0.0532
2020-02-26,30.9393,31.536,28.9207,29.5778,30.2434,1.02,30.94,0.00845,10546.54,18.02,0.331,3.243,0.00702,1.05,0.8188,29.9543,-0.0126
2020-02-27,29.8463,32.4178,28.5567,31.3368,30.5394,1.52,46.49,0.01257,11173.76,19.09,0.345,3.436,0.02242,1.05,0.8251,29.8521,0.0497
2020-02-28,31.522,32.3661,28.3407,28.954,30.2957,0.83,25,0.00681,10324.14,17.66,0.313,3.18,0.00446,1.05,0.8442,29.8961,-0.0315
