Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-21,247.9846,273.7238,236.365,264.8067,255.72,3.51,897.43,0.04869,27424.73,18.48,0.829,5.95,0.03634,0.98,0.5175,255.6648,0.0358
2020-01-22,267.9456,270.5064,250.1498,253.9677,260.6424,1.36,354,0.01884,26302.18,17.66,0.761,5.703,0.00467,0.98,0.5241,257.624,-0.0142
2020-01-23,252.3102,260.5466,242.9308,248.5192,251.0767,1.23,309.67,0.01711,25737.91,17.25,0.714,5.583,0.02085,0.98,0.515,257.5243,-0.035
2020-01-24,245.3283,250.1161,240.4225,242.485,244.588,1.23,299.83,0.01701,25112.98,16.83,0.669,5.459,0.00887,0.98,0.5085,257.3492,-0.0578
2020-01-27,250.3719,264.2263,241.2137,257.5994,253.3528,1.31,331.69,0.01816,26678.3,17.82,0.683,5.79,0.02251,0.98,0.5325,258.0678,-0.0018
2020-01-28,254.13,268.9438,247.8163,264.2306,258.7802,1.97,510.15,0.02735,27365.07,18.26,0.675,5.94,0.00443,0.98,0.5263,259.378,0.0187
2020-01-29,263.6387,271.5835,240.5792,247.373,255.7936,1.15,294.77,0.01599,25619.21,17.06,0.609,5.554,0.03392,0.98,0.5507,260.469,-0.0503
2020-01-30,242.8337,258.729,232.4153,254.7553,247.1833,1.27,314.03,0.01763,26383.76,17.55,0.606,5.72,0.01525,0.98,0.5468,259.9625,-0.02
2020-01-31,256.3693,269.2237,253.0987,261.1795,259.9678,1.66,430.7,0.02299,27049.07,17.96,0.6,5.856,0.00312,0.98,0.5395,261.0951,0.0003
2020-02-03,260.2755,275.1444,249.8178,270.3338,263.8929,1.87,494.55,0.026,27997.14,18.48,0.601,6.03,0.03028,0.98,0.5403,263.0071,0.0279
2020-02-04,272.8465,275.4378,258.3718,259.7349,266.5977,2.46,656.23,0.03415,26899.46,17.74,0.559,5.788,0.03961,0.98,0.5444,263.7813,-0.0153
2020-02-05,265.3468,272.9067,245.7993,252.5331,259.1465,1.12,289.51,0.0155,26153.61,17.27,0.527,5.634,0.04615,0.98,0.5392,262.9929,-0.0398
2020-02-06,253.9353,257.6457,251.679,253.6597,254.2299,1.15,291.48,0.01591,26270.29,17.39,0.514,5.674,0.0366,0.98,0.5158,262.0571,-0.032
2020-02-07,255.6653,258.2254,244.9842,253.4704,253.0863,1.53,388.25,0.02128,26250.68,17.42,0.499,5.684,0.00716,0.98,0.4906,261.595,-0.0311
2020-02-10,251.2057,280.8696,245.157,274.749,262.9953,1.77,465.24,0.02454,28454.41,18.91,0.526,6.168,0.03026,0.98,0.5327,261.4393,0.0509
2020-02-11,271.544,278.1831,250.2264,260.7347,265.1721,1.34,355.24,0.01859,27003.01,17.94,0.485,5.854,0.02524,0.98,0.5466,262.6406,-0.0073
2020-02-12,265.3522,271.5879,260.5596,265.4942,265.7485,1.28,340.86,0.0178,27495.93,18.25,0.481,5.954,0.04129,0.98,0.5337,262.3295,0.0121
2020-02-13,272.6157,282.4948,254.1798,264.332,268.4056,1.41,378,0.01954,27375.57,18.19,0.467,5.933,0.0207,0.98,0.5105,262.4699,0.0071
2020-02-14,266.826,269.1278,240.69,243.8695,255.1283,1.54,392.9,0.02137,25256.37,16.77,0.42,5.472,0.03649,0.98,0.5464,262.6347,-0.0714
2020-02-17,241.6736,261.1415,233.8344,254.6781,247.8319,1.17,290.48,0.01626,26375.76,17.58,0.428,5.736,0.00549,0.98,0.5543,261.4733,-0.026
2020-02-18,254.2796,259.1111,239.3706,242.8884,248.9124,1.82,452.78,0.02524,25154.75,16.68,0.398,5.442,0.03561,0.98,0.5633,262.9894,-0.0764
2020-02-19,238.0181,256.7875,235.8603,254.615,246.3202,1.19,293.72,0.01654,26369.22,17.52,0.408,5.716,0.00635,0.98,0.5735,262.6477,-0.0306
2020-02-20,263.6127,268.2451,241.4491,249.9018,255.8022,1.06,271.02,0.0147,25881.1,17.22,0.391,5.617,0.00651,0.98,0.5595,262.6285,-0.0485
2020-02-21,252.3402,258.9167,240.4718,249.2583,250.2467,1.17,292.88,0.01624,25814.46,17.19,0.382,5.608,0.04988,0.98,0.5336,262.4434,-0.0502
2020-02-24,252.4889,255.0672,247.5045,248.9508,251.0029,1.22,305.15,0.01687,25782.61,17.18,0.373,5.604,0.04303,0.98,0.5079,262.4945,-0.0516
2020-02-25,250.0953,275.4949,247.5566,270.0744,260.8053,1.66,433.59,0.02307,27970.28,18.65,0.396,6.082,0.01182,0.98,0.5498,262.5467,0.0287
2020-02-26,262.5101,269.8946,251.416,261.7245,261.3863,1.33,348.25,0.01848,27105.52,18.09,0.376,5.901,0.04074,0.98,0.5469,263.3546,-0.0062
2020-02-27,262.5771,265.5947,253.0011,255.8402,259.2533,1.08,279.09,0.01494,26496.11,17.7,0.36,5.773,0.04663,0.98,0.5374,262.7992,-0.0265
2020-02-28,249.2598,259.5548,241.1992,251.852,250.4665,1.12,279.44,0.01548,26083.08,17.38,0.347,5.668,0.02735,0.98,0.5229,263.2874,-0.0434
