Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-01-28,22.4242,23.3426,18.2292,19.712,20.927,1.3,27.29,0.01444,5912.17,22.04,0.543,1.38,0.02923,1.01,1.0812,16.3816,0.2033
2020-01-29,19.6717,20.5717,16.5871,17.7408,18.6428,0.7,13.12,0.00779,5320.96,19.8,0.477,1.239,0.02045,1.01,1.1066,16.4059,0.0814
2020-01-30,18.0586,18.5763,15.7828,15.9667,17.0961,1.14,19.45,0.01259,4788.86,17.76,0.419,1.112,0.01456,1.01,1.1306,16.4486,-0.0293
2020-01-31,15.7302,16.3872,15.0081,15.534,15.6649,0.64,10.06,0.00711,4659.07,17.34,0.399,1.085,0.03473,1.01,1.0956,16.3798,-0.0516
2020-02-03,15.4459,15.9345,14.7687,15.2595,15.3521,0.75,11.57,0.00835,4576.73,17.11,0.383,1.071,0.03087,1.01,1.0548,16.3045,-0.0641
2020-02-04,14.9699,17.2508,14.0677,16.7854,15.7684,1.19,18.8,0.0132,5034.41,18.73,0.412,1.173,0.01609,1.01,1.0815,16.3656,0.0257
2020-02-05,17.67,18.9365,14.7818,15.2282,16.6541,0.79,13.17,0.00876,4567.36,16.96,0.366,1.062,0.03073,1.01,1.101,16.3881,-0.0708
2020-02-06,15.0473,17.0458,14.6797,16.751,15.881,1.28,20.3,0.01415,5024.1,18.65,0.394,1.167,0.0238,1.01,1.1253,16.3864,0.0222
2020-02-07,16.1498,16.3599,14.9128,15.0759,15.6246,2.16,33.78,0.02393,4521.69,16.77,0.347,1.049,0.02749,1.01,1.1485,16.3948,-0.0804
2020-02-10,15.4224,16.0159,14.5362,15.0809,15.2639,0.93,14.22,0.01031,4523.17,16.79,0.34,1.051,0.01995,1.01,1.0913,16.3706,-0.0788
2020-02-11,16.059,16.4774,14.9772,16.0583,15.893,0.69,10.99,0.00765,4816.32,17.94,0.355,1.123,0.03978,1.01,1.0882,16.3022,-0.015
2020-02-12,16.4754,18.19,14.8712,17.6641,16.8002,1.49,25.06,0.01651,5297.95,19.74,0.383,1.235,0.02596,1.01,1.1131,16.2846,0.0847
2020-02-13,18.1893,19.0012,15.6746,15.8977,17.1907,0.89,15.23,0.00981,4768.16,17.74,0.338,1.111,0.01584,1.01,1.1368,16.2903,-0.0241
2020-02-14,16.3891,17.8968,15.4951,17.4519,16.8082,1.04,17.55,0.01156,5234.29,19.49,0.364,1.22,0.01995,1.01,1.1576,16.2774,0.0722
2020-02-17,17.5148,18.1438,15.5874,16.4972,16.9358,1.82,30.82,0.02015,4947.97,18.39,0.338,1.151,0.03576,1.01,1.1431,16.2993,0.0121
2020-02-18,16.6664,17.4451,14.5676,14.8475,15.8817,2.12,33.67,0.02347,4453.17,16.56,0.299,1.036,0.01287,1.01,1.1654,16.2888,-0.0885
2020-02-19,14.1833,15.8897,13.2699,14.9933,14.5841,0.82,12.01,0.00912,4496.9,16.73,0.296,1.047,0.01927,1.01,1.1149,16.2795,-0.079
2020-02-20,14.7001,16.6555,13.5988,15.8301,15.1961,0.65,9.8,0.00714,4747.89,17.71,0.307,1.108,0.01329,1.01,1.1034,16.2409,-0.0253
2020-02-21,15.3895,16.2235,14.8992,15.8297,15.5855,0.66,10.3,0.00732,4747.76,17.72,0.302,1.109,0.03785,1.01,1.0483,16.227,-0.0245
2020-02-24,15.6629,16.7899,13.4867,14.6112,15.1377,0.91,13.83,0.01011,4382.3,16.36,0.274,1.024,0.03703,1.01,1.057,16.2258,-0.0995
2020-02-25,14.6904,15.7813,14.3475,14.8197,14.9097,0.83,12.4,0.00921,4444.83,16.61,0.273,1.04,0.03561,1.01,1.0154,16.2139,-0.086
2020-02-26,15.2373,15.9327,14.1186,14.8817,15.0426,0.84,12.7,0.00935,4463.44,16.68,0.27,1.044,0.00745,1.01,0.968,16.217,-0.0823
2020-02-27,14.73,15.7378,14.3012,15.1665,14.9839,0.76,11.32,0.00837,4548.86,16.98,0.271,1.063,0.01595,1.01,0.9348,16.2393,-0.0661
2020-02-28,15.1569,17.2123,14.6058,16.0145,15.7474,0.64,10.05,0.00706,4803.19,17.9,0.282,1.12,0.02996,1.01,0.9324,16.2751,-0.016
