Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-02-05,38.9722,39.5154,38.0414,38.5153,38.7611,2.96,114.57,0.01328,13352.02,17.6,0.649,4.782,0.0019,1.16,0.5872,39.4907,-0.0247
2020-02-06,38.8987,39.4798,37.4409,38.0157,38.4588,3.78,145.35,0.01698,13178.82,17.36,0.618,4.717,0.03104,1.16,0.5681,39.4214,-0.0357
2020-02-07,37.2055,38.3379,36.7776,37.2001,37.3803,5.1,190.59,0.0229,12896.07,16.97,0.584,4.611,0.04714,1.16,0.5568,39.3722,-0.0552
2020-02-10,37.032,38.035,34.5766,35.4451,36.2722,6.51,236.04,0.02923,12287.68,16.16,0.538,4.392,0.00455,1.16,0.5664,39.3038,-0.0982
2020-02-11,35.7219,37.3472,35.2591,36.2652,36.1483,5.98,216.24,0.02687,12571.98,16.57,0.532,4.503,0.04658,1.16,0.5564,39.1396,-0.0734
2020-02-12,35.9723,37.9986,35.4162,37.3736,36.6902,5.49,201.31,0.02465,12956.22,17.12,0.532,4.653,0.03179,1.16,0.5529,38.96,-0.0407
2020-02-13,36.4992,38.0307,32.6013,34.1969,35.332,8.59,303.65,0.03861,11854.96,15.75,0.472,4.279,0.01946,1.16,0.5927,38.6843,-0.116
2020-02-14,35.1905,39.5635,34.2641,37.6166,36.6586,3.43,125.77,0.01541,13040.46,17.34,0.504,4.711,0.04022,1.16,0.6424,38.5812,-0.025
2020-02-17,37.7778,42.2525,36.2719,40.4653,39.1919,6.3,247.05,0.02832,14028.03,18.64,0.527,5.065,0.03561,1.16,0.6704,38.5636,0.0493
2020-02-18,39.824,40.0905,35.6589,36.4188,37.9981,7.74,294.1,0.03477,12625.22,16.8,0.461,4.565,0.01333,1.16,0.7163,38.5832,-0.0561
2020-02-19,36.3814,37.5535,35.7476,36.5157,36.5495,3.23,118.01,0.0145,12658.82,16.84,0.45,4.575,0.04292,1.16,0.6826,38.3922,-0.0489
2020-02-20,36.2635,40.1849,35.4956,38.5621,37.6266,4.56,171.52,0.02048,13368.24,17.77,0.463,4.827,0.00074,1.16,0.6929,38.3718,0.005
2020-02-21,36.925,38.4548,35.948,37.4583,37.1965,4.64,172.67,0.02085,12985.57,17.25,0.438,4.687,0.03138,1.16,0.681,38.4218,-0.0251
2020-02-24,37.5123,38.4994,35.1188,36.0692,36.7999,3.21,118.18,0.01443,12504.03,16.6,0.411,4.511,0.01727,1.16,0.6764,38.3303,-0.059
2020-02-25,35.4913,40.5233,34.5949,38.4489,37.2646,4.34,161.74,0.0195,13328.99,17.7,0.428,4.81,0.03948,1.16,0.6949,38.2766,0.0045
2020-02-26,38.1398,38.4051,35.6312,36.0744,37.0626,4.25,157.37,0.01907,12505.82,16.57,0.392,4.503,0.00736,1.16,0.7092,38.4017,-0.0606
2020-02-27,35.9748,37.9165,32.6556,34.2292,35.194,5.27,185.64,0.0237,11866.15,15.73,0.363,4.274,0.02406,1.16,0.7143,38.2938,-0.1061
2020-02-28,34.267,38.6086,33.084,37.3017,35.8153,3.67,131.56,0.0165,12931.29,17.18,0.387,4.668,0.0432,1.16,0.7499,38.171,-0.0228
