Date,Open,High,Low,Close,VWAP,Volume,Amount,TurnoverRate,MarketCap,PE,PB,PS,DividendYield,Beta,Volatility,FairValue,Mispricing
2020-02-11,55.9513,57.2837,53.5764,55.6409,55.6131,3.83,212.88,0.01804,24461.74,17.39,0.512,5.204,0.03488,0.83,0.7013,57.2368,-0.0279
2020-02-12,53.1012,60.7318,51.7072,58.8649,56.1013,3.66,205.48,0.01726,25879.11,18.46,0.526,5.525,0.02438,0.83,0.7122,56.9128,0.0343
2020-02-13,58.3313,59.2799,50.565,53.3793,55.3889,5.28,292.64,0.0249,23467.45,16.83,0.464,5.036,0.02236,0.83,0.7506,56.6125,-0.0571
2020-02-14,52.164,58.1612,49.6974,56.3611,54.0959,2.56,138.63,0.01208,24778.35,17.78,0.477,5.319,0.04311,0.83,0.7574,56.3856,-0.0004
2020-02-17,56.2689,58.7775,54.9402,57.0613,56.762,3.73,211.65,0.01757,25086.2,17.97,0.47,5.378,0.03835,0.83,0.7294,56.3749,0.0122
2020-02-18,57.9605,59.107,52.4852,55.0835,56.159,4.69,263.16,0.02208,24216.67,17.37,0.442,5.199,0.00014,0.83,0.7204,56.2466,-0.0207
2020-02-19,54.79,56.0985,53.0703,54.3461,54.5762,3.1,169.14,0.01461,23892.49,17.14,0.425,5.129,0.0013,0.83,0.695,56.1278,-0.0317
2020-02-20,54.2834,56.4762,50.386,53.0547,53.5501,2.06,110.33,0.00971,23324.77,16.76,0.405,5.015,0.02562,0.83,0.6791,55.9715,-0.0521
2020-02-21,53.6822,60.6715,51.3199,58.3602,56.0084,10.57,592.06,0.04982,25657.25,18.42,0.435,5.513,0.01338,0.83,0.7246,55.9399,0.0433
2020-02-24,58.5992,60.9218,53.0248,55.7713,57.0793,3.09,176.25,0.01455,24519.08,17.58,0.406,5.261,0.01449,0.83,0.7235,56.1082,-0.006
2020-02-25,55.1823,57.0728,50.9001,52.3691,53.8811,2.5,134.53,0.01177,23023.34,16.47,0.373,4.929,0.00783,0.83,0.7358,56.0442,-0.0656
2020-02-26,51.7993,54.2363,50.4428,52.4483,52.2317,3.08,160.88,0.01452,23058.16,16.5,0.365,4.936,0.02596,0.83,0.7002,55.989,-0.0632
2020-02-27,52.593,56.1646,51.3162,55.1072,53.7952,2.86,153.69,0.01346,24227.11,17.34,0.375,5.189,0.04828,0.83,0.7054,55.9251,-0.0146
2020-02-28,54.7295,55.9837,48.2163,49.5965,52.1315,4.1,213.72,0.01932,21804.4,15.58,0.331,4.662,0.02415,0.83,0.7495,56.0019,-0.1144
