Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-17,4280.66,2581.85,1341.57,267.92,12309.22,3305.65,9003.58,6368.6,695.99,417.59,299.93,0.3012,0.2682,0.1719,0.2134,0.8393,0.3969,0.0626,0.0298,0.0218
2020-01-20,4282.77,2583.13,1342.24,268.06,12443.25,3171.62,9271.63,6786.4,696.33,417.8,299.93,0.3012,0.2682,0.1687,0.2134,0.8393,0.3969,0.0626,0.0289,0.0215
2020-01-21,4292.82,2589.19,1345.38,268.68,12577.59,3037.28,9540.32,7205.18,697.97,418.78,299.93,0.3012,0.2682,0.1695,0.2134,0.8393,0.3969,0.0626,0.0282,0.0214
2020-01-22,4296.57,2591.45,1346.56,268.92,12712.05,2902.82,9809.24,7624.33,698.58,419.15,299.93,0.3012,0.2682,0.1696,0.2134,0.8393,0.3969,0.0626,0.0274,0.0212
2020-01-23,4288.45,2586.55,1344.02,268.41,12846.26,2768.61,10077.65,8042.68,697.26,418.35,299.93,0.3012,0.2682,0.1659,0.2134,0.8393,0.3969,0.0626,0.0266,0.0209
2020-01-24,4288.49,2586.58,1344.03,268.41,12980.47,2634.4,10346.06,8461.04,697.26,418.36,299.93,0.3012,0.2682,0.1713,0.2134,0.8393,0.3969,0.0626,0.0259,0.0207
2020-01-27,4278.42,2580.5,1340.87,267.78,13114.36,2500.51,10613.85,8878.41,695.63,417.38,299.93,0.3012,0.2682,0.169,0.2134,0.8393,0.3969,0.0626,0.0252,0.0204
2020-01-28,4285.07,2584.52,1342.96,268.2,13248.46,2366.41,10882.05,9296.44,696.71,418.02,299.93,0.3012,0.2682,0.1681,0.2134,0.8393,0.3969,0.0626,0.0246,0.0202
2020-01-29,4294.29,2590.07,1345.85,268.78,13382.85,2232.02,11150.82,9715.36,698.21,418.92,299.93,0.3012,0.2682,0.1695,0.2134,0.8393,0.3969,0.0626,0.0241,0.0201
2020-01-30,4308.17,2598.44,1350.2,269.65,13517.67,2097.2,11420.47,10135.64,700.46,420.28,299.93,0.3012,0.2682,0.17,0.2134,0.8393,0.3969,0.0626,0.0236,0.0199
2020-01-31,4292.44,2588.96,1345.27,268.66,13652,1962.87,11689.13,10554.38,697.9,418.74,299.93,0.3012,0.2682,0.1699,0.2134,0.8393,0.3969,0.0626,0.023,0.0197
2020-02-03,4274.9,2578.38,1339.77,267.56,13785.78,1829.09,11956.69,10971.41,695.05,417.03,299.93,0.3012,0.2682,0.1683,0.2134,0.8393,0.3969,0.0626,0.0224,0.0194
2020-02-04,4293.52,2589.61,1345.6,268.73,13920.15,1694.72,12225.42,11390.26,698.08,418.85,299.93,0.3012,0.2682,0.1681,0.2134,0.8393,0.3969,0.0626,0.022,0.0193
2020-02-05,4301.78,2594.59,1348.19,269.25,14054.77,1560.1,12494.67,11809.92,699.42,419.65,299.93,0.3012,0.2682,0.1678,0.2134,0.8393,0.3969,0.0626,0.0215,0.0192
2020-02-06,4303.69,2595.74,1348.79,269.37,14189.45,1425.42,12764.03,12229.76,699.73,419.84,299.93,0.3012,0.2682,0.1676,0.2134,0.8393,0.3969,0.0626,0.0211,0.019
2020-02-07,4308.69,2598.76,1350.36,269.68,14324.29,1290.58,13033.71,12650.08,700.55,420.33,299.93,0.3012,0.2682,0.1668,0.2134,0.8393,0.3969,0.0626,0.0207,0.0188
2020-02-10,4305.37,2596.76,1349.32,269.47,14459.03,1155.84,13303.18,13070.09,700.01,420,299.93,0.3012,0.2682,0.1672,0.2134,0.8393,0.3969,0.0626,0.0203,0.0186
2020-02-11,4290.53,2587.8,1344.67,268.54,14593.3,1021.57,13571.72,13488.64,697.59,418.56,299.93,0.3012,0.2682,0.1691,0.2134,0.8393,0.3969,0.0626,0.0198,0.0184
2020-02-12,4288.85,2586.79,1344.14,268.44,14727.51,887.36,13840.16,13907.04,697.32,418.39,299.93,0.3012,0.2682,0.1698,0.2134,0.8393,0.3969,0.0626,0.0194,0.0182
2020-02-13,4293.16,2589.39,1345.49,268.71,14861.87,753,14108.87,14325.85,698.02,418.81,299.93,0.3012,0.2682,0.1692,0.2134,0.8393,0.3969,0.0626,0.019,0.0181
2020-02-14,4291.75,2588.54,1345.05,268.62,14996.18,618.69,14377.48,14744.53,697.79,418.68,299.93,0.3012,0.2682,0.1701,0.2134,0.8393,0.3969,0.0626,0.0187,0.0179
2020-02-17,4298.97,2592.9,1347.31,269.07,15130.71,484.16,14646.55,15163.91,698.97,419.38,299.93,0.3012,0.2682,0.1724,0.2134,0.8393,0.3969,0.0626,0.0184,0.0178
2020-02-18,4296.8,2591.59,1346.63,268.93,15265.18,349.69,14915.49,15583.07,698.61,419.17,299.93,0.3012,0.2682,0.1735,0.2134,0.8393,0.3969,0.0626,0.018,0.0176
2020-02-19,4294.55,2590.23,1345.93,268.79,15399.57,215.29,15184.28,16002.02,698.25,418.95,299.93,0.3012,0.2682,0.1746,0.2134,0.8393,0.3969,0.0626,0.0177,0.0175
2020-02-20,4283.94,2583.83,1342.6,268.13,15533.64,81.23,15452.41,16419.94,696.52,417.91,299.93,0.3012,0.2682,0.1767,0.2134,0.8393,0.3969,0.0626,0.0174,0.0173
2020-02-21,4280.1,2581.52,1341.4,267.89,15667.58,-52.71,15720.3,16837.48,695.9,417.54,299.93,0.3012,0.2682,0.1768,0.2134,0.8393,0.3969,0.0626,0.017,0.0171
2020-02-24,4278.97,2580.84,1341.05,267.82,15801.49,-186.62,15988.12,17254.91,695.72,417.43,299.93,0.3012,0.2682,0.1753,0.2134,0.8393,0.3969,0.0626,0.0168,0.0169
2020-02-25,4274.62,2578.21,1339.68,267.55,15935.27,-320.4,16255.66,17671.91,695.01,417,299.93,0.3012,0.2682,0.1774,0.2134,0.8393,0.3969,0.0626,0.0165,0.0168
2020-02-26,4274.85,2578.35,1339.75,267.56,16069.05,-454.18,16523.22,18088.94,695.05,417.03,299.93,0.3012,0.2682,0.1777,0.2134,0.8393,0.3969,0.0626,0.0162,0.0167
2020-02-27,4279.6,2581.22,1341.24,267.86,16202.98,-588.11,16791.08,18506.43,695.82,417.49,299.93,0.3012,0.2682,0.1787,0.2134,0.8393,0.3969,0.0626,0.016,0.0165
2020-02-28,4288.25,2586.43,1343.95,268.4,16337.17,-722.31,17059.48,18924.76,697.22,418.33,299.93,0.3012,0.2682,0.1811,0.2134,0.8393,0.3969,0.0626,0.0157,0.0164
