Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-17,1178.97,711.09,291.73,132.11,14155.19,3339.94,10815.25,2810.65,250.01,150.01,375.56,0.7425,0.2702,0.1078,0.1474,0.604,0.3969,0.1121,0.0122,0.0093
2020-01-20,1179.67,711.51,291.91,132.19,14221.28,3273.85,10947.44,2960.74,250.16,150.09,375.56,0.7425,0.2702,0.1031,0.1474,0.604,0.3969,0.1121,0.0121,0.0093
2020-01-21,1180.2,711.83,292.04,132.25,14287.41,3207.72,11079.68,3110.91,250.27,150.16,375.56,0.7425,0.2702,0.1016,0.1474,0.604,0.3969,0.1121,0.0119,0.0093
2020-01-22,1181.95,712.88,292.47,132.44,14353.63,3141.5,11212.13,3261.29,250.64,150.38,375.56,0.7425,0.2702,0.1056,0.1474,0.604,0.3969,0.1121,0.0118,0.0092
2020-01-23,1187.29,716.11,293.79,133.04,14420.15,3074.98,11345.17,3412.35,251.77,151.06,375.56,0.7425,0.2702,0.1065,0.1474,0.604,0.3969,0.1121,0.0117,0.0092
2020-01-24,1185.92,715.28,293.45,132.89,14486.6,3008.54,11478.06,3563.24,251.48,150.89,375.56,0.7425,0.2702,0.1036,0.1474,0.604,0.3969,0.1121,0.0116,0.0092
2020-01-27,1183.66,713.92,292.89,132.64,14552.92,2942.22,11610.7,3713.84,251,150.6,375.56,0.7425,0.2702,0.1063,0.1474,0.604,0.3969,0.1121,0.0114,0.0091
2020-01-28,1178.91,711.05,291.72,132.1,14618.97,2876.17,11742.8,3863.84,250,150,375.56,0.7425,0.2702,0.1052,0.1474,0.604,0.3969,0.1121,0.0112,0.009
2020-01-29,1178.14,710.59,291.53,132.02,14684.98,2810.16,11874.82,4013.74,249.83,149.9,375.56,0.7425,0.2702,0.1057,0.1474,0.604,0.3969,0.1121,0.0111,0.009
2020-01-30,1178.96,711.08,291.73,132.11,14751.03,2744.1,12006.93,4163.74,250.01,150,375.56,0.7425,0.2702,0.1072,0.1474,0.604,0.3969,0.1121,0.011,0.009
2020-01-31,1177.63,710.28,291.4,131.96,14817.01,2678.12,12138.89,4313.58,249.72,149.83,375.56,0.7425,0.2702,0.1078,0.1474,0.604,0.3969,0.1121,0.0109,0.0089
2020-02-03,1176.32,709.49,291.08,131.81,14882.92,2612.21,12270.71,4463.25,249.45,149.67,375.56,0.7425,0.2702,0.1052,0.1474,0.604,0.3969,0.1121,0.0107,0.0089
2020-02-04,1175.99,709.29,291,131.78,14948.81,2546.32,12402.48,4612.87,249.38,149.63,375.56,0.7425,0.2702,0.1098,0.1474,0.604,0.3969,0.1121,0.0106,0.0088
2020-02-05,1175.81,709.18,290.95,131.76,15014.69,2480.45,12534.24,4762.48,249.34,149.6,375.56,0.7425,0.2702,0.1112,0.1474,0.604,0.3969,0.1121,0.0105,0.0088
2020-02-06,1173.8,707.97,290.45,131.53,15080.45,2414.68,12665.77,4911.82,248.91,149.35,375.56,0.7425,0.2702,0.1109,0.1474,0.604,0.3969,0.1121,0.0104,0.0087
2020-02-07,1170.18,705.78,289.56,131.13,15146.02,2349.12,12796.9,5060.71,248.14,148.89,375.56,0.7425,0.2702,0.1087,0.1474,0.604,0.3969,0.1121,0.0102,0.0087
2020-02-10,1167.61,704.24,288.92,130.84,15211.44,2283.7,12927.74,5209.27,247.6,148.56,375.56,0.7425,0.2702,0.111,0.1474,0.604,0.3969,0.1121,0.0101,0.0086
2020-02-11,1167.43,704.13,288.88,130.82,15276.84,2218.29,13058.56,5357.81,247.56,148.54,375.56,0.7425,0.2702,0.1094,0.1474,0.604,0.3969,0.1121,0.01,0.0086
2020-02-12,1165.49,702.96,288.4,130.6,15342.14,2152.99,13189.16,5506.1,247.15,148.29,375.56,0.7425,0.2702,0.109,0.1474,0.604,0.3969,0.1121,0.0099,0.0085
2020-02-13,1168.96,705.05,289.26,130.99,15407.64,2087.49,13320.15,5654.83,247.89,148.73,375.56,0.7425,0.2702,0.1101,0.1474,0.604,0.3969,0.1121,0.0098,0.0085
2020-02-14,1170.63,706.06,289.67,131.18,15473.23,2021.91,13451.32,5803.77,248.24,148.94,375.56,0.7425,0.2702,0.1092,0.1474,0.604,0.3969,0.1121,0.0098,0.0085
2020-02-17,1169.32,705.27,289.35,131.03,15538.74,1956.39,13582.35,5952.55,247.96,148.78,375.56,0.7425,0.2702,0.1113,0.1474,0.604,0.3969,0.1121,0.0096,0.0084
2020-02-18,1166.27,703.43,288.59,130.69,15604.09,1891.05,13713.04,6100.94,247.32,148.39,375.56,0.7425,0.2702,0.1144,0.1474,0.604,0.3969,0.1121,0.0095,0.0084
2020-02-19,1165.62,703.04,288.43,130.62,15669.39,1825.74,13843.66,6249.24,247.18,148.31,375.56,0.7425,0.2702,0.1178,0.1474,0.604,0.3969,0.1121,0.0094,0.0083
2020-02-20,1158.19,698.56,286.59,129.78,15734.29,1760.85,13973.44,6396.61,245.6,147.36,375.56,0.7425,0.2702,0.1207,0.1474,0.604,0.3969,0.1121,0.0093,0.0082
2020-02-21,1157.94,698.41,286.53,129.75,15799.16,1695.97,14103.19,6543.94,245.55,147.33,375.56,0.7425,0.2702,0.1207,0.1474,0.604,0.3969,0.1121,0.0092,0.0082
2020-02-24,1156.34,697.44,286.13,129.58,15863.95,1631.18,14232.77,6691.06,245.21,147.13,375.56,0.7425,0.2702,0.1215,0.1474,0.604,0.3969,0.1121,0.0091,0.0082
2020-02-25,1156.51,697.54,286.18,129.59,15928.75,1566.39,14362.36,6838.21,245.24,147.15,375.56,0.7425,0.2702,0.1243,0.1474,0.604,0.3969,0.1121,0.009,0.0081
2020-02-26,1152.35,695.04,285.15,129.13,15993.31,1501.82,14491.49,6984.83,244.36,146.62,375.56,0.7425,0.2702,0.1231,0.1474,0.604,0.3969,0.1121,0.0089,0.0081
2020-02-27,1150.9,694.16,284.79,128.97,16057.8,1437.34,14620.46,7131.26,244.05,146.43,375.56,0.7425,0.2702,0.1261,0.1474,0.604,0.3969,0.1121,0.0088,0.008
2020-02-28,1154.63,696.41,285.71,129.38,16122.49,1372.65,14749.84,7278.17,244.85,146.91,375.56,0.7425,0.2702,0.1248,0.1474,0.604,0.3969,0.1121,0.0088,0.008
