Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-17,1266.91,528.39,344.01,295.88,10103.57,1121.57,8982,3388.51,422.57,253.54,91.39,0.5094,0.3255,0.0169,0.1715,0.8883,0.5829,0.2335,0.0329,0.0293
2020-01-20,1263.42,524.34,343.07,297.01,10252.07,973.07,9279.01,3642.52,423.35,254.01,91.39,0.5094,0.3255,0.0149,0.1715,0.8883,0.585,0.2351,0.032,0.029
2020-01-21,1264,522.46,343.22,298.73,10401.44,823.7,9577.74,3897.6,425.13,255.08,91.39,0.5094,0.3255,0.0155,0.1715,0.8883,0.5867,0.2363,0.0312,0.0287
2020-01-22,1262.74,520.27,342.88,299.69,10551.29,673.85,9877.43,4153.18,425.97,255.58,91.39,0.5094,0.3255,0.0164,0.1715,0.8883,0.588,0.2373,0.0303,0.0284
2020-01-23,1261.16,518.46,342.45,300.18,10701.38,523.76,10177.62,4408.96,426.3,255.78,91.39,0.5094,0.3255,0.0149,0.1715,0.8883,0.5889,0.238,0.0295,0.0281
2020-01-24,1257.45,515.86,341.45,300.11,10851.43,373.71,10477.72,4664.47,425.85,255.51,91.39,0.5094,0.3255,0.0107,0.1715,0.8883,0.5898,0.2387,0.0286,0.0277
2020-01-27,1257.4,514.93,341.43,300.77,11001.82,223.32,10778.5,4920.38,426.51,255.91,91.39,0.5094,0.3255,0.0136,0.1715,0.8883,0.5905,0.2392,0.0279,0.0273
2020-01-28,1255.56,513.47,340.93,300.87,11152.25,72.89,11079.37,5176.24,426.42,255.85,91.39,0.5094,0.3255,0.011,0.1715,0.8883,0.591,0.2396,0.0272,0.027
2020-01-29,1257.26,513.6,341.4,301.7,11303.1,-77.96,11381.07,5432.69,427.43,256.46,91.39,0.5094,0.3255,0.0105,0.1715,0.8883,0.5915,0.24,0.0265,0.0267
2020-01-30,1251.99,511.01,339.96,300.76,11453.48,-228.34,11681.83,5688.27,425.96,255.58,91.39,0.5094,0.3255,0.0093,0.1715,0.8883,0.5918,0.2402,0.0257,0.0263
2020-01-31,1249.69,509.72,339.34,300.48,11603.72,-378.58,11982.3,5943.54,425.45,255.27,91.39,0.5094,0.3255,0.0102,0.1715,0.8883,0.5921,0.2404,0.0251,0.0259
2020-02-03,1242,506.34,337.25,298.81,11753.13,-527.99,12281.12,6197.34,423.01,253.81,91.39,0.5094,0.3255,0.0129,0.1715,0.8883,0.5923,0.2406,0.0243,0.0254
2020-02-04,1244.03,507.16,337.8,299.3,11902.78,-677.64,12580.41,6451.56,423.7,254.22,91.39,0.5094,0.3255,0.0094,0.1715,0.8883,0.5923,0.2406,0.0238,0.0251
2020-02-05,1240.64,505.78,336.88,298.48,12052.02,-826.88,12878.9,6705.09,422.55,253.53,91.39,0.5094,0.3255,0.0089,0.1715,0.8883,0.5923,0.2406,0.0232,0.0248
2020-02-06,1236.44,504.07,335.74,297.47,12200.76,-975.61,13176.37,6957.76,421.12,252.67,91.39,0.5094,0.3255,0.0107,0.1715,0.8883,0.5923,0.2406,0.0226,0.0244
2020-02-07,1235.7,503.77,335.54,297.3,12349.4,-1124.26,13473.66,7210.28,420.87,252.52,91.39,0.5094,0.3255,0.0101,0.1715,0.8883,0.5923,0.2406,0.0221,0.0241
2020-02-10,1233.59,502.91,334.97,296.79,12497.8,-1272.66,13770.45,7462.37,420.15,252.09,91.39,0.5094,0.3255,0.0099,0.1715,0.8883,0.5923,0.2406,0.0216,0.0237
2020-02-11,1229.68,501.31,333.9,295.85,12645.72,-1420.58,14066.3,7713.66,418.81,251.29,91.39,0.5094,0.3255,0.0122,0.1715,0.8883,0.5923,0.2406,0.021,0.0234
2020-02-12,1230.3,501.57,334.07,296,12793.72,-1568.58,14362.29,7965.07,419.03,251.42,91.39,0.5094,0.3255,0.0135,0.1715,0.8883,0.5923,0.2406,0.0206,0.0231
2020-02-13,1227.18,500.29,333.23,295.24,12941.34,-1716.2,14657.54,8215.85,417.96,250.78,91.39,0.5094,0.3255,0.0149,0.1715,0.8883,0.5923,0.2406,0.0201,0.0228
2020-02-14,1224.75,499.3,332.57,294.66,13088.67,-1863.53,14952.2,8466.13,417.14,250.28,91.39,0.5094,0.3255,0.0124,0.1715,0.8883,0.5923,0.2406,0.0197,0.0225
2020-02-17,1225.61,499.65,332.8,294.87,13236.1,-2010.96,15247.07,8716.59,417.43,250.46,91.39,0.5094,0.3255,0.0116,0.1715,0.8883,0.5923,0.2406,0.0193,0.0223
2020-02-18,1223.55,498.81,332.24,294.37,13383.29,-2158.15,15541.44,8966.63,416.73,250.04,91.39,0.5094,0.3255,0.0138,0.1715,0.8883,0.5923,0.2406,0.0189,0.022
2020-02-19,1224.43,499.17,332.48,294.58,13530.58,-2305.44,15836.02,9216.84,417.03,250.22,91.39,0.5094,0.3255,0.0151,0.1715,0.8883,0.5923,0.2406,0.0186,0.0218
2020-02-20,1223.26,498.69,332.16,294.3,13677.73,-2452.59,16130.32,9466.82,416.63,249.98,91.39,0.5094,0.3255,0.0137,0.1715,0.8883,0.5923,0.2406,0.0182,0.0215
2020-02-21,1217.49,496.34,330.59,292.91,13824.19,-2599.05,16423.23,9715.61,414.66,248.8,91.39,0.5094,0.3255,0.0142,0.1715,0.8883,0.5923,0.2406,0.0178,0.0212
2020-02-24,1212.16,494.17,329.15,291.63,13970,-2744.86,16714.87,9963.32,412.85,247.71,91.39,0.5094,0.3255,0.0129,0.1715,0.8883,0.5923,0.2406,0.0174,0.0209
2020-02-25,1212.77,494.42,329.31,291.78,14115.89,-2890.75,17006.64,10211.15,413.06,247.83,91.39,0.5094,0.3255,0.0158,0.1715,0.8883,0.5923,0.2406,0.0172,0.0207
2020-02-26,1211.92,494.07,329.08,291.57,14261.68,-3036.54,17298.22,10458.81,412.77,247.66,91.39,0.5094,0.3255,0.016,0.1715,0.8883,0.5923,0.2406,0.0169,0.0204
2020-02-27,1212.45,494.29,329.23,291.7,14407.53,-3182.39,17589.92,10706.58,412.95,247.77,91.39,0.5094,0.3255,0.0127,0.1715,0.8883,0.5923,0.2406,0.0166,0.0202
2020-02-28,1212.84,494.45,329.33,291.79,14553.43,-3328.29,17881.71,10954.43,413.08,247.85,91.39,0.5094,0.3255,0.0125,0.1715,0.8883,0.5923,0.2406,0.0163,0.02
