Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-24,3353.75,2022.79,525.98,603.73,19171.79,1020.36,18151.43,10892.4,939.1,563.46,356.57,0.3396,0.1,0.2702,0.0568,0.4257,0.3969,0.18,0.0333,0.0315
2020-01-27,3357.29,2024.93,526.54,604.37,19473.97,718.18,18755.8,11456.46,940.09,564.06,356.57,0.3396,0.1,0.2712,0.0568,0.4257,0.3969,0.18,0.0322,0.031
2020-01-28,3343.36,2016.53,524.35,601.86,19774.9,417.25,19357.66,12018.18,936.19,561.72,356.57,0.3396,0.1,0.2724,0.0568,0.4257,0.3969,0.18,0.0311,0.0304
2020-01-29,3345.89,2018.06,524.75,602.31,20076.06,116.09,19959.97,12580.32,936.9,562.14,356.57,0.3396,0.1,0.2741,0.0568,0.4257,0.3969,0.18,0.0302,0.03
2020-01-30,3353.16,2022.44,525.89,603.62,20377.87,-185.72,20563.59,13143.68,938.94,563.36,356.57,0.3396,0.1,0.2724,0.0568,0.4257,0.3969,0.18,0.0294,0.0296
2020-01-31,3351.56,2021.47,525.64,603.33,20679.54,-487.39,21166.93,13706.78,938.49,563.09,356.57,0.3396,0.1,0.2714,0.0568,0.4257,0.3969,0.18,0.0285,0.0292
2020-02-03,3344.69,2017.33,524.56,602.1,20980.59,-788.44,21769.02,14268.72,936.57,561.94,356.57,0.3396,0.1,0.2678,0.0568,0.4257,0.3969,0.18,0.0277,0.0287
2020-02-04,3340.64,2014.89,523.93,601.37,21281.27,-1089.12,22370.39,14829.98,935.43,561.26,356.57,0.3396,0.1,0.2677,0.0568,0.4257,0.3969,0.18,0.0269,0.0283
2020-02-05,3332.79,2010.15,522.7,599.96,21581.25,-1389.1,22970.35,15389.92,933.23,559.94,356.57,0.3396,0.1,0.2674,0.0568,0.4257,0.3969,0.18,0.0261,0.0278
2020-02-06,3328.83,2007.77,522.08,599.24,21880.87,-1688.72,23569.59,15949.19,932.13,559.28,356.57,0.3396,0.1,0.2641,0.0568,0.4257,0.3969,0.18,0.0254,0.0274
2020-02-07,3332.12,2009.75,522.59,599.84,22180.79,-1988.64,24169.43,16509.02,933.05,559.83,356.57,0.3396,0.1,0.2628,0.0568,0.4257,0.3969,0.18,0.0248,0.027
2020-02-10,3322.45,2003.91,521.07,598.09,22479.84,-2287.68,24767.52,17067.22,930.34,558.2,356.57,0.3396,0.1,0.2568,0.0568,0.4257,0.3969,0.18,0.0241,0.0266
2020-02-11,3313.44,1998.48,519.66,596.47,22778.07,-2585.92,25363.99,17623.91,927.82,556.69,356.57,0.3396,0.1,0.2543,0.0568,0.4257,0.3969,0.18,0.0235,0.0262
2020-02-12,3300.42,1990.63,517.62,594.13,23075.14,-2882.99,25958.12,18178.42,924.17,554.5,356.57,0.3396,0.1,0.2563,0.0568,0.4257,0.3969,0.18,0.0229,0.0257
2020-02-13,3293.35,1986.37,516.51,592.86,23371.57,-3179.41,26550.98,18731.73,922.19,553.31,356.57,0.3396,0.1,0.2525,0.0568,0.4257,0.3969,0.18,0.0223,0.0254
2020-02-14,3285.98,1981.92,515.36,591.53,23667.33,-3475.18,27142.51,19283.81,920.13,552.08,356.57,0.3396,0.1,0.2514,0.0568,0.4257,0.3969,0.18,0.0218,0.025
2020-02-17,3287.79,1983.01,515.64,591.86,23963.26,-3771.11,27734.36,19836.19,920.63,552.38,356.57,0.3396,0.1,0.2502,0.0568,0.4257,0.3969,0.18,0.0213,0.0247
2020-02-18,3280.6,1978.68,514.51,590.56,24258.54,-4066.39,28324.93,20387.36,918.62,551.17,356.57,0.3396,0.1,0.2502,0.0568,0.4257,0.3969,0.18,0.0208,0.0243
2020-02-19,3261.76,1967.31,511.56,587.17,24552.12,-4359.97,28912.1,20935.37,913.35,548.01,356.57,0.3396,0.1,0.2497,0.0568,0.4257,0.3969,0.18,0.0203,0.0239
2020-02-20,3261.29,1967.03,511.48,587.08,24845.67,-4653.51,29499.18,21483.3,913.21,547.93,356.57,0.3396,0.1,0.2451,0.0568,0.4257,0.3969,0.18,0.0199,0.0236
2020-02-21,3262.19,1967.57,511.63,587.25,25139.29,-4947.14,30086.43,22031.38,913.47,548.08,356.57,0.3396,0.1,0.2448,0.0568,0.4257,0.3969,0.18,0.0195,0.0234
2020-02-24,3266.29,1970.04,512.27,587.98,25433.28,-5241.13,30674.41,22580.15,914.61,548.77,356.57,0.3396,0.1,0.2413,0.0568,0.4257,0.3969,0.18,0.0192,0.0231
2020-02-25,3261.9,1967.4,511.58,587.2,25726.88,-5534.73,31261.61,23128.18,913.39,548.03,356.57,0.3396,0.1,0.2369,0.0568,0.4257,0.3969,0.18,0.0188,0.0228
2020-02-26,3252.08,1961.47,510.04,585.43,26019.59,-5827.44,31847.03,23674.56,910.64,546.38,356.57,0.3396,0.1,0.2372,0.0568,0.4257,0.3969,0.18,0.0184,0.0225
2020-02-27,3251.66,1961.22,509.97,585.35,26312.27,-6120.12,32432.39,24220.87,910.52,546.31,356.57,0.3396,0.1,0.2369,0.0568,0.4257,0.3969,0.18,0.018,0.0222
2020-02-28,3246.72,1958.24,509.2,584.46,26604.5,-6412.35,33016.85,24766.35,909.13,545.48,356.57,0.3396,0.1,0.2365,0.0568,0.4257,0.3969,0.18,0.0177,0.022
