Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-02-12,1232.11,502.26,206.47,392.54,23772.84,4083.74,19689.09,10288.18,515.75,309.45,478.14,0.6804,0.2125,0.1565,0.0676,0.5571,0.5924,0.3186,0.0199,0.0165
2020-02-13,1229.42,501.16,206.02,391.68,23968.68,3887.9,20080.77,10596.95,514.62,308.77,478.14,0.6804,0.2125,0.1585,0.0676,0.5571,0.5924,0.3186,0.0195,0.0163
2020-02-14,1226.48,499.96,205.53,390.74,24164.05,3692.53,20471.51,10904.99,513.39,308.03,478.14,0.6804,0.2125,0.1585,0.0676,0.5571,0.5924,0.3186,0.0191,0.0162
2020-02-17,1225.4,499.52,205.35,390.4,24359.25,3497.33,20861.91,11212.75,512.94,307.76,478.14,0.6804,0.2125,0.1585,0.0676,0.5571,0.5924,0.3186,0.0187,0.016
2020-02-18,1222.19,498.21,204.81,389.38,24553.93,3302.65,21251.29,11519.71,511.6,306.96,478.14,0.6804,0.2125,0.1605,0.0676,0.5571,0.5924,0.3186,0.0183,0.0159
2020-02-19,1217.86,496.45,204.09,388,24747.93,3108.65,21639.28,11825.58,509.78,305.87,478.14,0.6804,0.2125,0.159,0.0676,0.5571,0.5924,0.3186,0.0179,0.0157
2020-02-20,1219.71,497.2,204.4,388.58,24942.22,2914.35,22027.87,12131.91,510.56,306.33,478.14,0.6804,0.2125,0.1606,0.0676,0.5571,0.5924,0.3186,0.0176,0.0156
2020-02-21,1222.45,498.32,204.86,389.46,25136.95,2719.63,22417.33,12438.93,511.7,307.02,478.14,0.6804,0.2125,0.1611,0.0676,0.5571,0.5924,0.3186,0.0174,0.0155
2020-02-24,1220.54,497.54,204.54,388.85,25331.38,2525.2,22806.18,12745.48,510.9,306.54,478.14,0.6804,0.2125,0.1608,0.0676,0.5571,0.5924,0.3186,0.0171,0.0154
2020-02-25,1216.41,495.86,203.84,387.53,25525.14,2331.43,23193.71,13050.98,509.18,305.51,478.14,0.6804,0.2125,0.1601,0.0676,0.5571,0.5924,0.3186,0.0167,0.0152
2020-02-26,1215.47,495.47,203.69,387.24,25718.76,2137.82,23580.95,13356.25,508.78,305.27,478.14,0.6804,0.2125,0.1556,0.0676,0.5571,0.5924,0.3186,0.0164,0.0151
2020-02-27,1214.38,495.03,203.5,386.89,25912.21,1944.37,23967.83,13661.25,508.33,305,478.14,0.6804,0.2125,0.1545,0.0676,0.5571,0.5924,0.3186,0.0161,0.0149
2020-02-28,1214.08,494.9,203.45,386.79,26105.6,1750.98,24354.62,13966.16,508.2,304.92,478.14,0.6804,0.2125,0.1545,0.0676,0.5571,0.5924,0.3186,0.0159,0.0148
