Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-28,2795.36,1139.04,643.59,759.55,10012.79,-6014.31,16027.1,13883.41,1039.09,623.45,346.67,0.6421,0.1408,0.1846,0.1302,0.7603,0.5925,0.2717,0.0474,0.0759
2020-01-29,2793.7,1138.36,643.21,759.1,10392.34,-6393.86,16786.2,14506.49,1038.47,623.08,346.67,0.6421,0.1408,0.184,0.1302,0.7603,0.5925,0.2717,0.0452,0.073
2020-01-30,2791.23,1137.35,642.64,758.43,10771.55,-6773.08,17544.63,15129.02,1037.55,622.53,346.67,0.6421,0.1408,0.1829,0.1302,0.7603,0.5925,0.2717,0.0432,0.0704
2020-01-31,2791.7,1137.54,642.75,758.56,11150.83,-7152.36,18303.19,15751.66,1037.73,622.64,346.67,0.6421,0.1408,0.1824,0.1302,0.7603,0.5925,0.2717,0.0414,0.068
2020-02-03,2793.72,1138.37,643.21,759.1,11530.38,-7531.91,19062.29,16374.74,1038.48,623.09,346.67,0.6421,0.1408,0.1805,0.1302,0.7603,0.5925,0.2717,0.0398,0.0658
2020-02-04,2797.08,1139.74,643.99,760.02,11910.39,-7911.92,19822.31,16998.58,1039.73,623.84,346.67,0.6421,0.1408,0.1805,0.1302,0.7603,0.5925,0.2717,0.0383,0.0638
2020-02-05,2792.1,1137.71,642.84,758.66,12289.72,-8291.25,20580.97,17621.3,1037.87,622.72,346.67,0.6421,0.1408,0.1785,0.1302,0.7603,0.5925,0.2717,0.0369,0.0617
2020-02-06,2793.88,1138.43,643.25,759.15,12669.3,-8670.82,21340.12,18244.43,1038.54,623.12,346.67,0.6421,0.1408,0.1836,0.1302,0.7603,0.5925,0.2717,0.0356,0.0599
2020-02-07,2796.66,1139.56,643.89,759.9,13049.25,-9050.77,22100.02,18868.17,1039.57,623.74,346.67,0.6421,0.1408,0.1786,0.1302,0.7603,0.5925,0.2717,0.0344,0.0582
2020-02-10,2797.72,1140,644.14,760.19,13429.34,-9430.87,22860.21,19492.15,1039.96,623.98,346.67,0.6421,0.1408,0.1778,0.1302,0.7603,0.5925,0.2717,0.0333,0.0566
2020-02-11,2791.75,1137.56,642.76,758.57,13808.63,-9810.15,23618.78,20114.79,1037.74,622.65,346.67,0.6421,0.1408,0.1768,0.1302,0.7603,0.5925,0.2717,0.0321,0.0549
2020-02-12,2784.53,1134.62,641.1,756.61,14186.93,-10188.46,24375.39,20735.83,1035.06,621.04,346.67,0.6421,0.1408,0.1787,0.1302,0.7603,0.5925,0.2717,0.031,0.0533
2020-02-13,2770.29,1128.82,637.82,752.74,14563.3,-10564.83,25128.13,21353.69,1029.77,617.86,346.67,0.6421,0.1408,0.182,0.1302,0.7603,0.5925,0.2717,0.03,0.0517
2020-02-14,2767.95,1127.87,637.28,752.1,14939.35,-10940.88,25880.23,21971.03,1028.9,617.34,346.67,0.6421,0.1408,0.1824,0.1302,0.7603,0.5925,0.2717,0.0291,0.0503
2020-02-17,2769.71,1128.58,637.69,752.58,15315.64,-11317.17,26632.81,22588.76,1029.55,617.73,346.67,0.6421,0.1408,0.1824,0.1302,0.7603,0.5925,0.2717,0.0283,0.0491
2020-02-18,2765.51,1126.87,636.72,751.44,15691.36,-11692.89,27384.26,23205.56,1027.99,616.8,346.67,0.6421,0.1408,0.1819,0.1302,0.7603,0.5925,0.2717,0.0274,0.0479
2020-02-19,2767.12,1127.53,637.09,751.88,16067.3,-12068.83,28136.13,23822.71,1028.59,617.15,346.67,0.6421,0.1408,0.1812,0.1302,0.7603,0.5925,0.2717,0.0267,0.0468
2020-02-20,2769.21,1128.38,637.57,752.44,16443.53,-12445.05,28888.58,24440.33,1029.36,617.62,346.67,0.6421,0.1408,0.1808,0.1302,0.7603,0.5925,0.2717,0.026,0.0458
2020-02-21,2770.76,1129.01,637.93,752.86,16819.96,-12821.48,29641.44,25058.29,1029.94,617.96,346.67,0.6421,0.1408,0.1822,0.1302,0.7603,0.5925,0.2717,0.0254,0.0448
2020-02-24,2771.76,1129.42,638.16,753.14,17196.53,-13198.05,30394.58,25676.48,1030.32,618.19,346.67,0.6421,0.1408,0.1834,0.1302,0.7603,0.5925,0.2717,0.0248,0.0438
2020-02-25,2771.1,1129.15,638.01,752.96,17573.01,-13574.53,31147.54,26294.52,1030.07,618.04,346.67,0.6421,0.1408,0.1839,0.1302,0.7603,0.5925,0.2717,0.0242,0.0428
2020-02-26,2777.32,1131.69,639.44,754.65,17950.33,-13951.86,31902.19,26913.95,1032.38,619.43,346.67,0.6421,0.1408,0.1864,0.1302,0.7603,0.5925,0.2717,0.0237,0.042
2020-02-27,2776.62,1131.4,639.28,754.46,18327.56,-14329.09,32656.65,27533.22,1032.12,619.27,346.67,0.6421,0.1408,0.1856,0.1302,0.7603,0.5925,0.2717,0.0231,0.0412
2020-02-28,2769.93,1128.67,637.74,752.64,18703.88,-14705.41,33409.29,28151,1029.63,617.78,346.67,0.6421,0.1408,0.1849,0.1302,0.7603,0.5925,0.2717,0.0225,0.0402
