Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-02-10,4087.79,1668.77,1044.05,1031.22,28244.25,-5404.42,33648.68,24933.9,1440,864,423.31,0.3798,0.1555,0.2969,0.1554,0.5981,0.5918,0.2523,0.0306,0.0365
2020-02-11,4085.69,1667.91,1043.52,1030.69,28759.6,-5919.77,34679.37,25797.46,1439.26,863.56,423.31,0.3798,0.1555,0.2981,0.1554,0.5981,0.5918,0.2523,0.0297,0.0358
2020-02-12,4084.21,1667.31,1043.14,1030.32,29274.76,-6434.93,35709.69,26660.7,1438.74,863.25,423.31,0.3798,0.1555,0.2966,0.1554,0.5981,0.5918,0.2523,0.0289,0.0352
2020-02-13,4070.85,1661.85,1039.73,1026.95,29788.24,-6948.41,36736.64,27521.12,1434.03,860.42,423.31,0.3798,0.1555,0.2972,0.1554,0.5981,0.5918,0.2523,0.028,0.0345
2020-02-14,4066.94,1660.26,1038.73,1025.96,30301.22,-7461.39,37762.61,28380.72,1432.66,859.6,423.31,0.3798,0.1555,0.2966,0.1554,0.5981,0.5918,0.2523,0.0272,0.0339
2020-02-17,4071.92,1662.29,1040,1027.22,30814.83,-7975,38789.83,29241.36,1434.41,860.65,423.31,0.3798,0.1555,0.2961,0.1554,0.5981,0.5918,0.2523,0.0265,0.0333
2020-02-18,4065.38,1659.62,1038.33,1025.57,31327.61,-8487.78,39815.4,30100.63,1432.11,859.26,423.31,0.3798,0.1555,0.2986,0.1554,0.5981,0.5918,0.2523,0.0258,0.0327
2020-02-19,4055.75,1655.69,1035.87,1023.14,31839.18,-8999.35,40838.54,30957.86,1428.72,857.23,423.31,0.3798,0.1555,0.2984,0.1554,0.5981,0.5918,0.2523,0.0251,0.0321
2020-02-20,4052.07,1654.19,1034.93,1022.21,32350.29,-9510.46,41860.75,31814.31,1427.42,856.45,423.31,0.3798,0.1555,0.3028,0.1554,0.5981,0.5918,0.2523,0.0244,0.0316
2020-02-21,4042.24,1650.17,1032.42,1019.73,32860.16,-10020.33,42880.48,32668.68,1423.96,854.37,423.31,0.3798,0.1555,0.3043,0.1554,0.5981,0.5918,0.2523,0.0238,0.031
2020-02-24,4049.69,1653.22,1034.32,1021.61,33370.96,-10531.13,43902.1,33524.63,1426.58,855.95,423.31,0.3798,0.1555,0.3031,0.1554,0.5981,0.5918,0.2523,0.0233,0.0306
2020-02-25,4047.17,1652.19,1033.68,1020.98,33881.45,-11041.62,44923.07,34380.05,1425.69,855.42,423.31,0.3798,0.1555,0.3049,0.1554,0.5981,0.5918,0.2523,0.0227,0.0301
2020-02-26,4045.59,1651.54,1033.28,1020.58,34391.74,-11551.91,45943.65,35235.13,1425.14,855.08,423.31,0.3798,0.1555,0.3056,0.1554,0.5981,0.5918,0.2523,0.0222,0.0297
2020-02-27,4049.73,1653.23,1034.33,1021.62,34902.55,-12062.72,46965.27,36091.09,1426.59,855.96,423.31,0.3798,0.1555,0.3038,0.1554,0.5981,0.5918,0.2523,0.0218,0.0293
2020-02-28,4046.08,1651.74,1033.4,1020.7,35412.9,-12573.07,47985.97,36946.27,1425.31,855.19,423.31,0.3798,0.1555,0.305,0.1554,0.5981,0.5918,0.2523,0.0213,0.0288
