Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-28,2244.21,1359.99,420.31,347.93,20584.74,4793.09,15791.65,7434.57,572.35,343.41,153.78,0.4764,0.1253,0.2146,0.0873,0.8041,0.394,0.155,0.022,0.0169
2020-01-29,2242.02,1358.66,419.9,347.59,20758.53,4619.29,16139.24,7777.64,571.79,343.07,153.78,0.4764,0.1253,0.2172,0.0873,0.8041,0.394,0.155,0.0215,0.0167
2020-01-30,2237.88,1356.16,419.13,346.95,20932.01,4445.82,16486.19,8120.08,570.74,342.44,153.78,0.4764,0.1253,0.2143,0.0873,0.8041,0.394,0.155,0.021,0.0166
2020-01-31,2235.62,1354.78,418.7,346.6,21105.31,4272.52,16832.78,8462.18,570.16,342.09,153.78,0.4764,0.1253,0.2144,0.0873,0.8041,0.394,0.155,0.0206,0.0164
2020-02-03,2228.5,1350.47,417.37,345.49,21278.05,4099.78,17178.27,8803.18,568.34,341.01,153.78,0.4764,0.1253,0.2116,0.0873,0.8041,0.394,0.155,0.0201,0.0162
2020-02-04,2223.13,1347.22,416.37,344.66,21450.38,3927.45,17522.94,9143.37,566.97,340.18,153.78,0.4764,0.1253,0.211,0.0873,0.8041,0.394,0.155,0.0197,0.0161
2020-02-05,2224.71,1348.17,416.66,344.9,21622.83,3754.99,17867.84,9483.79,567.38,340.43,153.78,0.4764,0.1253,0.2077,0.0873,0.8041,0.394,0.155,0.0193,0.016
2020-02-06,2227.61,1349.93,417.21,345.36,21795.51,3582.32,18213.2,9824.66,568.12,340.87,153.78,0.4764,0.1253,0.2061,0.0873,0.8041,0.394,0.155,0.019,0.0158
2020-02-07,2231.8,1352.47,417.99,346.01,21968.51,3409.31,18559.2,10166.17,569.19,341.51,153.78,0.4764,0.1253,0.2026,0.0873,0.8041,0.394,0.155,0.0186,0.0158
2020-02-10,2236.53,1355.34,418.88,346.74,22141.88,3235.94,18905.94,10508.41,570.39,342.24,153.78,0.4764,0.1253,0.2015,0.0873,0.8041,0.394,0.155,0.0183,0.0157
2020-02-11,2227.21,1349.69,417.13,345.29,22314.53,3063.3,19251.23,10849.22,568.01,340.81,153.78,0.4764,0.1253,0.2037,0.0873,0.8041,0.394,0.155,0.0179,0.0155
2020-02-12,2221.46,1346.2,416.05,344.4,22486.73,2891.1,19595.63,11189.14,566.55,339.93,153.78,0.4764,0.1253,0.2011,0.0873,0.8041,0.394,0.155,0.0176,0.0153
2020-02-13,2223.57,1347.48,416.45,344.73,22659.1,2718.73,19940.36,11529.4,567.09,340.25,153.78,0.4764,0.1253,0.2034,0.0873,0.8041,0.394,0.155,0.0173,0.0152
2020-02-14,2222.21,1346.66,416.19,344.52,22831.35,2546.47,20284.88,11869.44,566.74,340.04,153.78,0.4764,0.1253,0.2042,0.0873,0.8041,0.394,0.155,0.017,0.0151
2020-02-17,2224.1,1347.81,416.55,344.81,23003.76,2374.07,20629.69,12209.77,567.22,340.33,153.78,0.4764,0.1253,0.2036,0.0873,0.8041,0.394,0.155,0.0167,0.015
2020-02-18,2229.33,1350.97,417.53,345.62,23176.57,2201.26,20975.31,12550.9,568.55,341.13,153.78,0.4764,0.1253,0.2021,0.0873,0.8041,0.394,0.155,0.0165,0.0149
2020-02-19,2222.82,1347.03,416.31,344.61,23348.88,2028.95,21319.93,12891.04,566.89,340.14,153.78,0.4764,0.1253,0.2033,0.0873,0.8041,0.394,0.155,0.0162,0.0148
2020-02-20,2226.9,1349.5,417.07,345.24,23521.5,1856.33,21665.17,13231.8,567.93,340.76,153.78,0.4764,0.1253,0.2008,0.0873,0.8041,0.394,0.155,0.0159,0.0147
2020-02-21,2223,1347.14,416.34,344.64,23693.82,1684.01,22009.81,13571.97,566.94,340.16,153.78,0.4764,0.1253,0.2015,0.0873,0.8041,0.394,0.155,0.0157,0.0145
2020-02-24,2217.18,1343.61,415.25,343.74,23865.69,1512.14,22353.55,13911.24,565.46,339.27,153.78,0.4764,0.1253,0.2014,0.0873,0.8041,0.394,0.155,0.0154,0.0144
2020-02-25,2216.07,1342.94,415.04,343.57,24037.47,1340.36,22697.11,14250.34,565.17,339.1,153.78,0.4764,0.1253,0.2026,0.0873,0.8041,0.394,0.155,0.0151,0.0143
2020-02-26,2213.4,1341.32,414.54,343.15,24209.05,1168.78,23040.27,14589.04,564.49,338.7,153.78,0.4764,0.1253,0.2033,0.0873,0.8041,0.394,0.155,0.0149,0.0142
2020-02-27,2205.15,1336.32,413,341.87,24379.98,997.84,23382.14,14926.47,562.39,337.43,153.78,0.4764,0.1253,0.2,0.0873,0.8041,0.394,0.155,0.0146,0.014
2020-02-28,2202.65,1334.81,412.53,341.49,24550.73,827.1,23723.62,15263.52,561.75,337.05,153.78,0.4764,0.1253,0.199,0.0873,0.8041,0.394,0.155,0.0144,0.0139
