Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-16,1448.59,873.71,382.7,144.14,9451.57,982.7,8468.88,3811.47,289,173.4,67.27,0.7307,0.1127,0.0501,0.1642,0.7029,0.3969,0.0995,0.017,0.0153
2020-01-17,1448.12,873.43,382.58,144.09,9523.62,910.65,8612.97,3984.81,288.9,173.34,67.27,0.7307,0.1127,0.0506,0.1642,0.7029,0.3969,0.0995,0.0167,0.0151
2020-01-20,1448.05,873.39,382.56,144.08,9595.66,838.61,8757.05,4158.14,288.89,173.33,67.27,0.7307,0.1127,0.0538,0.1642,0.7029,0.3969,0.0995,0.0165,0.015
2020-01-21,1448.25,873.5,382.61,144.1,9667.71,766.56,8901.16,4331.5,288.93,173.36,67.27,0.7307,0.1127,0.0519,0.1642,0.7029,0.3969,0.0995,0.0162,0.0149
2020-01-22,1446.89,872.68,382.25,143.97,9739.7,694.57,9045.12,4504.69,288.66,173.19,67.27,0.7307,0.1127,0.0525,0.1642,0.7029,0.3969,0.0995,0.0159,0.0148
2020-01-23,1441.75,869.58,380.89,143.46,9811.43,622.85,9188.58,4677.27,287.63,172.58,67.27,0.7307,0.1127,0.0532,0.1642,0.7029,0.3969,0.0995,0.0156,0.0146
2020-01-24,1435.99,866.11,379.37,142.88,9882.87,551.4,9331.46,4849.16,286.48,171.89,67.27,0.7307,0.1127,0.0542,0.1642,0.7029,0.3969,0.0995,0.0153,0.0145
2020-01-27,1432.85,864.21,378.54,142.57,9954.15,480.12,9474.03,5020.67,285.86,171.51,67.27,0.7307,0.1127,0.0547,0.1642,0.7029,0.3969,0.0995,0.015,0.0143
2020-01-28,1432.97,864.29,378.57,142.58,10025.44,408.83,9616.62,5192.2,285.88,171.53,67.27,0.7307,0.1127,0.0566,0.1642,0.7029,0.3969,0.0995,0.0148,0.0142
2020-01-29,1432.84,864.21,378.54,142.57,10096.73,337.54,9759.19,5363.72,285.85,171.51,67.27,0.7307,0.1127,0.0556,0.1642,0.7029,0.3969,0.0995,0.0146,0.0141
2020-01-30,1436.5,866.42,379.51,142.93,10168.2,266.07,9902.12,5535.67,286.58,171.95,67.27,0.7307,0.1127,0.0578,0.1642,0.7029,0.3969,0.0995,0.0144,0.0141
2020-01-31,1437.7,867.14,379.82,143.05,10239.72,194.55,10045.18,5707.76,286.82,172.09,67.27,0.7307,0.1127,0.0563,0.1642,0.7029,0.3969,0.0995,0.0142,0.014
2020-02-03,1440.55,868.86,380.58,143.34,10311.39,122.88,10188.51,5880.2,287.39,172.44,67.27,0.7307,0.1127,0.0566,0.1642,0.7029,0.3969,0.0995,0.0141,0.0139
2020-02-04,1441,869.13,380.69,143.38,10383.08,51.19,10331.9,6052.69,287.48,172.49,67.27,0.7307,0.1127,0.0584,0.1642,0.7029,0.3969,0.0995,0.0139,0.0138
2020-02-05,1438.33,867.52,379.99,143.12,10454.64,-20.37,10475.01,6224.86,286.95,172.17,67.27,0.7307,0.1127,0.0606,0.1642,0.7029,0.3969,0.0995,0.0137,0.0137
2020-02-06,1435.6,865.88,379.27,142.85,10526.06,-91.79,10617.86,6396.7,286.41,171.84,67.27,0.7307,0.1127,0.0608,0.1642,0.7029,0.3969,0.0995,0.0135,0.0136
2020-02-07,1435.33,865.71,379.2,142.82,10597.47,-163.2,10760.68,6568.51,286.35,171.81,67.27,0.7307,0.1127,0.0601,0.1642,0.7029,0.3969,0.0995,0.0133,0.0135
2020-02-10,1431.01,863.11,378.06,142.39,10668.67,-234.4,10903.06,6739.8,285.49,171.29,67.27,0.7307,0.1127,0.063,0.1642,0.7029,0.3969,0.0995,0.0131,0.0133
2020-02-11,1427.49,860.98,377.12,142.04,10739.69,-305.42,11045.1,6910.67,284.79,170.87,67.27,0.7307,0.1127,0.0644,0.1642,0.7029,0.3969,0.0995,0.0129,0.0132
2020-02-12,1424.09,858.93,376.23,141.7,10810.54,-376.27,11186.8,7081.14,284.11,170.47,67.27,0.7307,0.1127,0.0655,0.1642,0.7029,0.3969,0.0995,0.0127,0.0131
2020-02-13,1420.96,857.04,375.4,141.39,10881.23,-446.96,11328.19,7251.23,283.48,170.09,67.27,0.7307,0.1127,0.0635,0.1642,0.7029,0.3969,0.0995,0.0125,0.013
2020-02-14,1415.01,853.45,373.83,140.8,10951.63,-517.36,11468.98,7420.61,282.3,169.38,67.27,0.7307,0.1127,0.0622,0.1642,0.7029,0.3969,0.0995,0.0123,0.0129
2020-02-17,1411.41,851.28,372.88,140.44,11021.85,-587.58,11609.42,7589.56,281.58,168.95,67.27,0.7307,0.1127,0.0655,0.1642,0.7029,0.3969,0.0995,0.0121,0.0127
2020-02-18,1411.98,851.63,373.03,140.49,11092.09,-657.82,11749.92,7758.57,281.69,169.02,67.27,0.7307,0.1127,0.0639,0.1642,0.7029,0.3969,0.0995,0.012,0.0127
2020-02-19,1411.65,851.43,372.94,140.46,11162.32,-728.05,11890.38,7927.55,281.63,168.98,67.27,0.7307,0.1127,0.0661,0.1642,0.7029,0.3969,0.0995,0.0118,0.0126
2020-02-20,1410.59,850.79,372.66,140.36,11232.5,-798.23,12030.73,8096.4,281.41,168.85,67.27,0.7307,0.1127,0.0626,0.1642,0.7029,0.3969,0.0995,0.0117,0.0125
2020-02-21,1408.51,849.53,372.11,140.15,11302.58,-868.31,12170.88,8265,281,168.6,67.27,0.7307,0.1127,0.0661,0.1642,0.7029,0.3969,0.0995,0.0115,0.0124
2020-02-24,1409.33,850.03,372.33,140.23,11372.69,-938.42,12311.11,8433.69,281.16,168.7,67.27,0.7307,0.1127,0.0662,0.1642,0.7029,0.3969,0.0995,0.0114,0.0123
2020-02-25,1409.34,850.04,372.33,140.23,11442.81,-1008.54,12451.35,8602.39,281.17,168.7,67.27,0.7307,0.1127,0.0632,0.1642,0.7029,0.3969,0.0995,0.0113,0.0123
2020-02-26,1407.7,849.05,371.9,140.07,11512.84,-1078.57,12591.41,8770.9,280.84,168.5,67.27,0.7307,0.1127,0.0616,0.1642,0.7029,0.3969,0.0995,0.0111,0.0122
2020-02-27,1409.51,850.14,372.38,140.25,11582.97,-1148.7,12731.66,8939.62,281.2,168.72,67.27,0.7307,0.1127,0.0632,0.1642,0.7029,0.3969,0.0995,0.011,0.0121
2020-02-28,1409.04,849.85,372.25,140.2,11653.07,-1218.8,12871.86,9108.28,281.11,168.66,67.27,0.7307,0.1127,0.0643,0.1642,0.7029,0.3969,0.0995,0.0109,0.012
