Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-20,2490.3,1014.89,503.38,729.02,7333.94,-4053.5,11387.43,7726.07,978.05,586.83,257.54,0.5442,0.3904,0.2925,0.1021,0.705,0.5925,0.2927,0.064,0.0994
2020-01-21,2477.37,1009.63,500.77,725.23,7696.55,-4416.11,12112.67,8309.85,972.97,583.78,257.54,0.5442,0.3904,0.2933,0.1021,0.705,0.5925,0.2927,0.0599,0.0942
2020-01-22,2475.7,1008.95,500.43,724.74,8058.93,-4778.48,12837.41,8893.24,972.31,583.39,257.54,0.5442,0.3904,0.2922,0.1021,0.705,0.5925,0.2927,0.0565,0.0899
2020-01-23,2481.02,1011.11,501.5,726.3,8422.08,-5141.63,13563.71,9477.88,974.4,584.64,257.54,0.5442,0.3904,0.2926,0.1021,0.705,0.5925,0.2927,0.0535,0.0862
2020-01-24,2476.45,1009.25,500.58,724.96,8784.56,-5504.12,14288.68,10061.44,972.61,583.57,257.54,0.5442,0.3904,0.2935,0.1021,0.705,0.5925,0.2927,0.0507,0.0825
2020-01-27,2473.55,1008.07,499.99,724.11,9146.62,-5866.17,15012.79,10644.33,971.47,582.88,257.54,0.5442,0.3904,0.2924,0.1021,0.705,0.5925,0.2927,0.0482,0.0792
2020-01-28,2473.38,1008,499.96,724.06,9508.65,-6228.21,15736.85,11227.17,971.4,582.84,257.54,0.5442,0.3904,0.2922,0.1021,0.705,0.5925,0.2927,0.046,0.0761
2020-01-29,2471.49,1007.23,499.58,723.51,9870.4,-6589.96,16460.37,11809.57,970.66,582.4,257.54,0.5442,0.3904,0.2932,0.1021,0.705,0.5925,0.2927,0.044,0.0733
2020-01-30,2470.6,1006.87,499.4,723.25,10232.03,-6951.59,17183.62,12391.75,970.31,582.19,257.54,0.5442,0.3904,0.2926,0.1021,0.705,0.5925,0.2927,0.0421,0.0707
2020-01-31,2464.34,1004.32,498.13,721.42,10592.74,-7312.3,17905.03,12972.46,967.85,580.71,257.54,0.5442,0.3904,0.2951,0.1021,0.705,0.5925,0.2927,0.0403,0.0681
2020-02-03,2456.41,1001.09,496.53,719.1,10952.29,-7671.85,18624.13,13551.31,964.74,578.84,257.54,0.5442,0.3904,0.2981,0.1021,0.705,0.5925,0.2927,0.0386,0.0657
2020-02-04,2453.43,999.87,495.93,718.22,11311.4,-8030.96,19342.36,14129.44,963.57,578.14,257.54,0.5442,0.3904,0.2986,0.1021,0.705,0.5925,0.2927,0.0371,0.0635
2020-02-05,2439.94,994.37,493.2,714.27,11668.54,-8388.09,20056.63,14704.41,958.27,574.96,257.54,0.5442,0.3904,0.2982,0.1021,0.705,0.5925,0.2927,0.0356,0.0612
2020-02-06,2437.66,993.44,492.74,713.61,12025.34,-8744.9,20770.24,15278.83,957.37,574.42,257.54,0.5442,0.3904,0.2943,0.1021,0.705,0.5925,0.2927,0.0344,0.0593
2020-02-07,2427.04,989.12,490.59,710.5,12380.59,-9100.15,21480.74,15850.75,953.2,571.92,257.54,0.5442,0.3904,0.2927,0.1021,0.705,0.5925,0.2927,0.0331,0.0574
2020-02-10,2419.66,986.11,489.1,708.34,12734.76,-9454.32,22189.07,16420.93,950.3,570.18,257.54,0.5442,0.3904,0.291,0.1021,0.705,0.5925,0.2927,0.0319,0.0556
2020-02-11,2412.65,983.25,487.68,706.29,13087.9,-9807.46,22895.36,16989.46,947.55,568.53,257.54,0.5442,0.3904,0.2925,0.1021,0.705,0.5925,0.2927,0.0308,0.054
2020-02-12,2414.97,984.2,488.15,706.97,13441.38,-10160.94,23602.33,17558.54,948.46,569.08,257.54,0.5442,0.3904,0.2931,0.1021,0.705,0.5925,0.2927,0.03,0.0526
2020-02-13,2414.16,983.87,487.99,706.73,13794.75,-10514.31,24309.06,18127.43,948.15,568.89,257.54,0.5442,0.3904,0.2926,0.1021,0.705,0.5925,0.2927,0.0291,0.0512
2020-02-14,2413.21,983.48,487.8,706.45,14147.97,-10867.53,25015.51,18696.09,947.77,568.66,257.54,0.5442,0.3904,0.2913,0.1021,0.705,0.5925,0.2927,0.0282,0.0499
2020-02-17,2409.15,981.82,486.98,705.26,14500.61,-11220.16,25720.77,19263.8,946.18,567.71,257.54,0.5442,0.3904,0.2914,0.1021,0.705,0.5925,0.2927,0.0274,0.0486
2020-02-18,2407.57,981.18,486.66,704.8,14853,-11572.56,26425.57,19831.13,945.56,567.33,257.54,0.5442,0.3904,0.2892,0.1021,0.705,0.5925,0.2927,0.0267,0.0475
2020-02-19,2408.64,981.62,486.87,705.11,15205.56,-11925.12,27130.68,20398.72,945.98,567.59,257.54,0.5442,0.3904,0.2873,0.1021,0.705,0.5925,0.2927,0.026,0.0464
2020-02-20,2403.05,979.34,485.74,703.48,15557.3,-12276.86,27834.16,20964.99,943.78,566.27,257.54,0.5442,0.3904,0.2882,0.1021,0.705,0.5925,0.2927,0.0253,0.0452
2020-02-21,2398.63,977.54,484.85,702.18,15908.39,-12627.95,28536.34,21530.21,942.04,565.23,257.54,0.5442,0.3904,0.2878,0.1021,0.705,0.5925,0.2927,0.0246,0.0441
2020-02-24,2400.13,978.15,485.15,702.62,16259.7,-12979.26,29238.96,22095.79,942.64,565.58,257.54,0.5442,0.3904,0.2864,0.1021,0.705,0.5925,0.2927,0.024,0.0432
2020-02-25,2397.62,977.13,484.65,701.89,16610.64,-13330.2,29940.85,22660.78,941.65,564.99,257.54,0.5442,0.3904,0.291,0.1021,0.705,0.5925,0.2927,0.0234,0.0423
2020-02-26,2394.1,975.69,483.93,700.85,16961.07,-13680.63,30641.7,23224.94,940.26,564.16,257.54,0.5442,0.3904,0.2926,0.1021,0.705,0.5925,0.2927,0.0229,0.0413
2020-02-27,2394.4,975.81,483.99,700.94,17311.54,-14031.1,31342.64,23789.17,940.38,564.23,257.54,0.5442,0.3904,0.2918,0.1021,0.705,0.5925,0.2927,0.0224,0.0405
2020-02-28,2390.33,974.15,483.17,699.75,17661.42,-14380.98,32042.4,24352.44,938.78,563.27,257.54,0.5442,0.3904,0.2917,0.1021,0.705,0.5925,0.2927,0.0218,0.0396
