Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-02-03,1085.02,439.77,174.32,353.2,21074.05,4950.25,16123.8,6596.99,461.71,277.02,448.04,0.3136,0.3679,0.1108,0.0607,0.6979,0.5947,0.3255,0.0219,0.0168
2020-02-04,1080.52,437.94,173.59,351.74,21249.92,4774.38,16475.54,6872.86,459.79,275.87,448.04,0.3136,0.3679,0.1111,0.0607,0.6979,0.5947,0.3255,0.0213,0.0166
2020-02-05,1078.4,437.08,173.25,351.05,21425.44,4598.86,16826.58,7148.19,458.89,275.33,448.04,0.3136,0.3679,0.1082,0.0607,0.6979,0.5947,0.3255,0.0209,0.0164
2020-02-06,1078.78,437.24,173.31,351.17,21601.03,4423.27,17177.76,7423.62,459.05,275.43,448.04,0.3136,0.3679,0.1069,0.0607,0.6979,0.5947,0.3255,0.0204,0.0163
2020-02-07,1078.29,437.04,173.23,351.01,21776.53,4247.76,17528.77,7698.93,458.84,275.3,448.04,0.3136,0.3679,0.1054,0.0607,0.6979,0.5947,0.3255,0.02,0.0161
2020-02-10,1073.93,435.27,172.53,349.59,21951.33,4072.97,17878.36,7973.12,456.99,274.19,448.04,0.3136,0.3679,0.1052,0.0607,0.6979,0.5947,0.3255,0.0196,0.0159
2020-02-11,1076.16,436.18,172.89,350.32,22126.49,3897.81,18228.68,8247.88,457.93,274.76,448.04,0.3136,0.3679,0.104,0.0607,0.6979,0.5947,0.3255,0.0192,0.0158
2020-02-12,1074.5,435.5,172.63,349.78,22301.38,3722.92,18578.46,8522.22,457.23,274.34,448.04,0.3136,0.3679,0.1046,0.0607,0.6979,0.5947,0.3255,0.0188,0.0157
2020-02-13,1069.17,433.34,171.77,348.04,22475.4,3548.9,18926.5,8795.2,454.96,272.98,448.04,0.3136,0.3679,0.1048,0.0607,0.6979,0.5947,0.3255,0.0184,0.0155
2020-02-14,1069.46,433.46,171.82,348.14,22649.47,3374.83,19274.64,9068.25,455.08,273.05,448.04,0.3136,0.3679,0.1035,0.0607,0.6979,0.5947,0.3255,0.0181,0.0154
2020-02-17,1063.24,430.94,170.82,346.11,22822.53,3201.77,19620.75,9339.71,452.44,271.46,448.04,0.3136,0.3679,0.1025,0.0607,0.6979,0.5947,0.3255,0.0176,0.0152
2020-02-18,1059.9,429.59,170.28,345.03,22995.04,3029.26,19965.78,9610.32,451.02,270.61,448.04,0.3136,0.3679,0.1039,0.0607,0.6979,0.5947,0.3255,0.0173,0.015
2020-02-19,1061.05,430.05,170.46,345.4,23167.74,2856.56,20311.18,9881.22,451.5,270.9,448.04,0.3136,0.3679,0.1021,0.0607,0.6979,0.5947,0.3255,0.017,0.0149
2020-02-20,1064.22,431.34,170.97,346.43,23340.95,2683.34,20657.61,10152.93,452.85,271.71,448.04,0.3136,0.3679,0.102,0.0607,0.6979,0.5947,0.3255,0.0168,0.0148
2020-02-21,1062.98,430.83,170.77,346.03,23513.97,2510.33,21003.64,10424.33,452.32,271.39,448.04,0.3136,0.3679,0.1003,0.0607,0.6979,0.5947,0.3255,0.0165,0.0147
2020-02-24,1058.81,429.14,170.11,344.67,23686.3,2337.99,21348.31,10694.66,450.55,270.33,448.04,0.3136,0.3679,0.1011,0.0607,0.6979,0.5947,0.3255,0.0161,0.0146
2020-02-25,1060.15,429.69,170.32,345.11,23858.86,2165.44,21693.42,10965.33,451.12,270.67,448.04,0.3136,0.3679,0.0984,0.0607,0.6979,0.5947,0.3255,0.0159,0.0145
2020-02-26,1061.51,430.24,170.54,345.55,24031.63,1992.67,22038.97,11236.35,451.7,271.02,448.04,0.3136,0.3679,0.0999,0.0607,0.6979,0.5947,0.3255,0.0157,0.0144
2020-02-27,1061.66,430.3,170.56,345.6,24204.43,1819.87,22384.56,11507.41,451.76,271.06,448.04,0.3136,0.3679,0.1002,0.0607,0.6979,0.5947,0.3255,0.0154,0.0143
2020-02-28,1059.3,429.34,170.18,344.83,24376.85,1647.45,22729.39,11777.87,450.76,270.46,448.04,0.3136,0.3679,0.1021,0.0607,0.6979,0.5947,0.3255,0.0152,0.0141
