Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-16,3912.42,2367.13,817.23,546.05,13659.38,247.16,13412.22,6897.73,937.29,562.37,456.4,0.4173,0.2077,0.2409,0.1089,0.3593,0.395,0.1396,0.0407,0.04
2020-01-17,3919.47,2371.39,818.7,547.03,13932.89,-26.36,13959.25,7461.12,938.98,563.39,456.4,0.4173,0.2077,0.2462,0.1089,0.3593,0.395,0.1396,0.0392,0.0393
2020-01-20,3923.89,2374.07,819.63,547.65,14206.72,-300.18,14506.9,8025.14,940.04,564.02,456.4,0.4173,0.2077,0.2474,0.1089,0.3593,0.395,0.1396,0.0378,0.0385
2020-01-21,3920.92,2372.27,819,547.23,14480.33,-573.8,15054.13,8588.73,939.32,563.59,456.4,0.4173,0.2077,0.2488,0.1089,0.3593,0.395,0.1396,0.0364,0.0378
2020-01-22,3905.69,2363.06,815.82,545.11,14752.89,-846.35,15599.24,9150.14,935.68,561.41,456.4,0.4173,0.2077,0.2533,0.1089,0.3593,0.395,0.1396,0.0349,0.0369
2020-01-23,3911.49,2366.57,817.04,545.92,15025.85,-1119.31,16145.16,9712.38,937.07,562.24,456.4,0.4173,0.2077,0.254,0.1089,0.3593,0.395,0.1396,0.0338,0.0363
2020-01-24,3909.2,2365.18,816.56,545.6,15298.64,-1392.11,16690.75,10274.29,936.52,561.91,456.4,0.4173,0.2077,0.2542,0.1089,0.3593,0.395,0.1396,0.0327,0.0357
2020-01-27,3911.17,2366.37,816.97,545.87,15571.58,-1665.04,17236.62,10836.48,936.99,562.19,456.4,0.4173,0.2077,0.2527,0.1089,0.3593,0.395,0.1396,0.0317,0.0351
2020-01-28,3908.74,2364.9,816.46,545.53,15844.35,-1937.81,17782.16,11398.33,936.41,561.84,456.4,0.4173,0.2077,0.2501,0.1089,0.3593,0.395,0.1396,0.0307,0.0344
2020-01-29,3914.79,2368.56,817.72,546.38,16117.54,-2211,18328.53,11961.04,937.86,562.71,456.4,0.4173,0.2077,0.2516,0.1089,0.3593,0.395,0.1396,0.0298,0.0339
2020-01-30,3903.43,2361.69,815.35,544.79,16389.93,-2483.39,18873.33,12522.12,935.13,561.08,456.4,0.4173,0.2077,0.2512,0.1089,0.3593,0.395,0.1396,0.0289,0.0332
2020-01-31,3914.06,2368.12,817.57,546.28,16663.07,-2756.53,19419.6,13084.73,937.68,562.61,456.4,0.4173,0.2077,0.2549,0.1089,0.3593,0.395,0.1396,0.0281,0.0328
2020-02-03,3909.5,2365.36,816.62,545.64,16935.89,-3029.35,19965.24,13646.68,936.59,561.95,456.4,0.4173,0.2077,0.2543,0.1089,0.3593,0.395,0.1396,0.0273,0.0322
2020-02-04,3900.96,2360.2,814.84,544.45,17208.11,-3301.57,20509.69,14207.41,934.54,560.73,456.4,0.4173,0.2077,0.2548,0.1089,0.3593,0.395,0.1396,0.0265,0.0316
2020-02-05,3901.63,2360.6,814.98,544.54,17480.38,-3573.84,21054.23,14768.23,934.7,560.82,456.4,0.4173,0.2077,0.2573,0.1089,0.3593,0.395,0.1396,0.0259,0.0312
2020-02-06,3890.78,2354.03,812.71,543.03,17751.89,-3845.36,21597.25,15327.49,932.1,559.26,456.4,0.4173,0.2077,0.2596,0.1089,0.3593,0.395,0.1396,0.0251,0.0306
2020-02-07,3893.43,2355.64,813.26,543.4,18023.59,-4117.06,22140.65,15887.14,932.74,559.64,456.4,0.4173,0.2077,0.2612,0.1089,0.3593,0.395,0.1396,0.0245,0.0301
2020-02-10,3886.84,2351.65,811.89,542.48,18294.83,-4388.29,22683.12,16445.83,931.16,558.7,456.4,0.4173,0.2077,0.2626,0.1089,0.3593,0.395,0.1396,0.0239,0.0297
2020-02-11,3887.52,2352.06,812.03,542.57,18566.12,-4659.58,23225.7,17004.63,931.32,558.79,456.4,0.4173,0.2077,0.265,0.1089,0.3593,0.395,0.1396,0.0234,0.0292
2020-02-12,3891.34,2354.37,812.83,543.1,18837.67,-4931.13,23768.8,17563.97,932.24,559.34,456.4,0.4173,0.2077,0.2638,0.1089,0.3593,0.395,0.1396,0.0228,0.0288
2020-02-13,3883.13,2349.41,811.11,541.96,19108.65,-5202.11,24310.76,18122.13,930.27,558.16,456.4,0.4173,0.2077,0.2626,0.1089,0.3593,0.395,0.1396,0.0223,0.0284
2020-02-14,3881.83,2348.62,810.84,541.78,19379.54,-5473,24852.53,18680.11,929.96,557.98,456.4,0.4173,0.2077,0.2596,0.1089,0.3593,0.395,0.1396,0.0218,0.028
2020-02-17,3880.32,2347.71,810.52,541.57,19650.32,-5743.78,25394.1,19237.87,929.6,557.76,456.4,0.4173,0.2077,0.2579,0.1089,0.3593,0.395,0.1396,0.0213,0.0276
2020-02-18,3865.88,2338.97,807.51,539.55,19920.09,-6013.56,25933.65,19793.55,926.14,555.68,456.4,0.4173,0.2077,0.2579,0.1089,0.3593,0.395,0.1396,0.0208,0.0271
2020-02-19,3851.62,2330.34,804.53,537.56,20188.87,-6282.34,26471.21,20347.18,922.72,553.63,456.4,0.4173,0.2077,0.2608,0.1089,0.3593,0.395,0.1396,0.0203,0.0266
2020-02-20,3846.57,2327.29,803.47,536.86,20457.3,-6550.76,27008.07,20900.09,921.51,552.91,456.4,0.4173,0.2077,0.2623,0.1089,0.3593,0.395,0.1396,0.0199,0.0262
2020-02-21,3848.78,2328.63,803.94,537.16,20725.88,-6819.35,27545.23,21453.32,922.04,553.23,456.4,0.4173,0.2077,0.2632,0.1089,0.3593,0.395,0.1396,0.0195,0.0259
2020-02-24,3847.57,2327.89,803.68,537,20994.38,-7087.84,28082.23,22006.37,921.75,553.05,456.4,0.4173,0.2077,0.2647,0.1089,0.3593,0.395,0.1396,0.0191,0.0256
2020-02-25,3843.98,2325.72,802.93,536.49,21262.63,-7356.09,28618.72,22558.9,920.89,552.54,456.4,0.4173,0.2077,0.2634,0.1089,0.3593,0.395,0.1396,0.0187,0.0252
2020-02-26,3844.61,2326.1,803.07,536.58,21530.92,-7624.38,29155.3,23111.53,921.04,552.63,456.4,0.4173,0.2077,0.2613,0.1089,0.3593,0.395,0.1396,0.0184,0.0249
2020-02-27,3857.28,2333.77,805.71,538.35,21800.1,-7893.56,29693.65,23665.98,924.08,554.45,456.4,0.4173,0.2077,0.2636,0.1089,0.3593,0.395,0.1396,0.0181,0.0247
2020-02-28,3851.37,2330.19,804.48,537.53,22068.86,-8162.32,30231.18,24219.57,922.66,553.6,456.4,0.4173,0.2077,0.2636,0.1089,0.3593,0.395,0.1396,0.0178,0.0244
