Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-01-30,4612.55,1882.65,725.87,1503.02,34255.17,-9296.16,43551.34,25460.63,1964.27,1178.56,103.57,0.696,0.2624,0.1546,0.0574,0.5588,0.5918,0.3259,0.0345,0.0439
2020-01-31,4619.23,1884.06,726.92,1506.19,35008.27,-10049.26,45057.52,26641.5,1968.11,1180.87,103.57,0.696,0.2624,0.1534,0.0574,0.5588,0.5921,0.3261,0.0334,0.043
2020-02-03,4643.09,1892.89,730.68,1514.65,35765.59,-10806.58,46572.17,27828.87,1978.96,1187.38,103.57,0.696,0.2624,0.1524,0.0574,0.5588,0.5923,0.3262,0.0325,0.0423
2020-02-04,4647.5,1894.68,731.37,1516.09,36523.63,-11564.63,48088.26,29017.37,1980.84,1188.5,103.57,0.696,0.2624,0.1514,0.0574,0.5588,0.5923,0.3262,0.0315,0.0415
2020-02-05,4641.76,1892.34,730.47,1514.22,37280.74,-12321.73,49602.47,30204.41,1978.39,1187.03,103.57,0.696,0.2624,0.1547,0.0574,0.5588,0.5923,0.3262,0.0305,0.0406
2020-02-06,4629.93,1887.52,728.6,1510.35,38035.92,-13076.91,51112.83,31388.42,1973.35,1184.01,103.57,0.696,0.2624,0.1512,0.0574,0.5588,0.5923,0.3262,0.0295,0.0397
2020-02-07,4618.37,1882.81,726.79,1506.58,38789.21,-13830.2,52619.41,32569.47,1968.42,1181.05,103.57,0.696,0.2624,0.1509,0.0574,0.5588,0.5923,0.3262,0.0286,0.0388
2020-02-10,4613.45,1880.8,726.01,1504.98,39541.7,-14582.69,54124.39,33749.26,1966.32,1179.79,103.57,0.696,0.2624,0.1497,0.0574,0.5588,0.5923,0.3262,0.0278,0.0381
2020-02-11,4612.95,1880.6,725.93,1504.82,40294.11,-15335.1,55629.21,34928.93,1966.11,1179.67,103.57,0.696,0.2624,0.1505,0.0574,0.5588,0.5923,0.3262,0.0271,0.0373
2020-02-12,4618.1,1882.7,726.74,1506.5,41047.36,-16088.35,57135.7,36109.92,1968.31,1180.98,103.57,0.696,0.2624,0.156,0.0574,0.5588,0.5923,0.3262,0.0264,0.0367
2020-02-13,4613.94,1881,726.09,1505.14,41799.93,-16840.92,58640.84,37289.84,1966.53,1179.92,103.57,0.696,0.2624,0.1572,0.0574,0.5588,0.5923,0.3262,0.0257,0.036
2020-02-14,4615.98,1881.83,726.41,1505.8,42552.83,-17593.82,60146.65,38470.28,1967.4,1180.44,103.57,0.696,0.2624,0.1565,0.0574,0.5588,0.5923,0.3262,0.025,0.0354
2020-02-17,4598.53,1874.72,723.66,1500.11,43302.88,-18343.88,61646.76,39646.26,1959.97,1175.98,103.57,0.696,0.2624,0.1566,0.0574,0.5588,0.5923,0.3262,0.0243,0.0346
2020-02-18,4621.97,1884.27,727.35,1507.76,44056.76,-19097.75,63154.52,40828.23,1969.95,1181.97,103.57,0.696,0.2624,0.1595,0.0574,0.5588,0.5923,0.3262,0.0239,0.0342
2020-02-19,4612.85,1880.55,725.92,1504.78,44809.15,-19850.15,64659.3,42007.87,1966.07,1179.64,103.57,0.696,0.2624,0.1583,0.0574,0.5588,0.5923,0.3262,0.0233,0.0336
2020-02-20,4607.74,1878.47,725.11,1503.12,45560.71,-20601.7,66162.42,43186.2,1963.89,1178.33,103.57,0.696,0.2624,0.16,0.0574,0.5588,0.5923,0.3262,0.0227,0.033
2020-02-21,4602.98,1876.53,724.36,1501.56,46311.49,-21352.49,67663.98,44363.32,1961.86,1177.12,103.57,0.696,0.2624,0.1611,0.0574,0.5588,0.5923,0.3262,0.0222,0.0324
2020-02-24,4600.93,1875.69,724.04,1500.89,47061.94,-22102.93,69164.87,45539.91,1960.99,1176.59,103.57,0.696,0.2624,0.1609,0.0574,0.5588,0.5923,0.3262,0.0217,0.0319
2020-02-25,4598.56,1874.73,723.67,1500.12,47812,-22852.99,70664.99,46715.9,1959.98,1175.99,103.57,0.696,0.2624,0.1562,0.0574,0.5588,0.5923,0.3262,0.0212,0.0314
2020-02-26,4593.46,1872.65,722.87,1498.46,48561.23,-23602.22,72163.45,47890.58,1957.8,1174.68,103.57,0.696,0.2624,0.1558,0.0574,0.5588,0.5923,0.3262,0.0208,0.0309
2020-02-27,4589.63,1871.09,722.26,1497.21,49309.83,-24350.83,73660.66,49064.28,1956.17,1173.7,103.57,0.696,0.2624,0.1577,0.0574,0.5588,0.5923,0.3262,0.0203,0.0304
2020-02-28,4601.47,1875.92,724.13,1501.07,50060.37,-25101.36,75161.73,50241.01,1961.22,1176.73,103.57,0.696,0.2624,0.1597,0.0574,0.5588,0.5923,0.3262,0.02,0.03
