Date,Revenue,CostOfGoodsSold,OperatingExpense,NetProfit,TotalAssets,TotalLiabilities,Equity,CashAndEquivalents,OperatingCashFlow,FreeCashFlow,SharesOutstanding,FreeFloatRatio,InsiderHoldingRatio,PledgeRatio,RDLevel,Competitiveness,GrossMargin,NetMargin,ROE,ROA
2020-02-04,3998.49,1630.09,1204.42,872.98,14915.52,-7462.19,22377.7,18613.46,1272.83,763.7,83.15,0.7538,0.1454,0.2615,0.2012,0.3596,0.5923,0.2183,0.039,0.0585
2020-02-05,4001.73,1631.42,1205.4,873.69,15352.36,-7899.03,23251.39,19377.78,1273.86,764.32,83.15,0.7538,0.1454,0.2615,0.2012,0.3596,0.5923,0.2183,0.0376,0.0569
2020-02-06,4006.83,1633.5,1206.94,874.8,15789.76,-8336.43,24126.19,20143.07,1275.48,765.29,83.15,0.7538,0.1454,0.2626,0.2012,0.3596,0.5923,0.2183,0.0363,0.0554
2020-02-07,3993.21,1627.94,1202.83,871.83,16225.67,-8772.34,24998.02,20905.76,1271.15,762.69,83.15,0.7538,0.1454,0.2614,0.2012,0.3596,0.5923,0.2183,0.0349,0.0537
2020-02-10,3988.93,1626.2,1201.54,870.89,16661.12,-9207.79,25868.91,21667.63,1269.78,761.87,83.15,0.7538,0.1454,0.2632,0.2012,0.3596,0.5923,0.2183,0.0337,0.0523
2020-02-11,3990.7,1626.92,1202.08,871.28,17096.76,-9643.43,26740.19,22429.84,1270.35,762.21,83.15,0.7538,0.1454,0.2593,0.2012,0.3596,0.5923,0.2183,0.0326,0.051
2020-02-12,4003.21,1632.02,1205.85,874.01,17533.76,-10080.43,27614.2,23194.44,1274.33,764.6,83.15,0.7538,0.1454,0.26,0.2012,0.3596,0.5923,0.2183,0.0317,0.0498
2020-02-13,4003.76,1632.24,1206.01,874.13,17970.83,-10517.5,28488.33,23959.14,1274.5,764.7,83.15,0.7538,0.1454,0.2604,0.2012,0.3596,0.5923,0.2183,0.0307,0.0486
2020-02-14,4011.61,1635.44,1208.37,875.84,18408.75,-10955.42,29364.17,24725.34,1277,766.2,83.15,0.7538,0.1454,0.2592,0.2012,0.3596,0.5923,0.2183,0.0298,0.0476
2020-02-17,4005.9,1633.12,1206.66,874.6,18846.05,-11392.72,30238.77,25490.46,1275.19,765.11,83.15,0.7538,0.1454,0.2617,0.2012,0.3596,0.5923,0.2183,0.0289,0.0464
2020-02-18,4009.71,1634.67,1207.8,875.43,19283.76,-11830.43,31114.2,26256.3,1276.4,765.84,83.15,0.7538,0.1454,0.2584,0.2012,0.3596,0.5923,0.2183,0.0281,0.0454
2020-02-19,4006.24,1633.26,1206.76,874.67,19721.1,-12267.77,31988.87,27021.47,1275.3,765.18,83.15,0.7538,0.1454,0.26,0.2012,0.3596,0.5923,0.2183,0.0273,0.0444
2020-02-20,4008.35,1634.11,1207.39,875.13,20158.67,-12705.33,32864,27787.05,1275.97,765.58,83.15,0.7538,0.1454,0.2596,0.2012,0.3596,0.5923,0.2183,0.0266,0.0434
2020-02-21,4017.22,1637.73,1210.07,877.07,20597.2,-13143.87,33741.07,28554.33,1278.79,767.27,83.15,0.7538,0.1454,0.2575,0.2012,0.3596,0.5923,0.2183,0.026,0.0426
2020-02-24,4008.57,1634.2,1207.46,875.18,21034.79,-13581.46,34616.25,29319.95,1276.04,765.62,83.15,0.7538,0.1454,0.2562,0.2012,0.3596,0.5923,0.2183,0.0253,0.0416
2020-02-25,4020.67,1639.14,1211.11,877.82,21473.7,-14020.37,35494.07,30087.88,1279.89,767.93,83.15,0.7538,0.1454,0.2545,0.2012,0.3596,0.5923,0.2183,0.0247,0.0409
2020-02-26,4015.81,1637.16,1209.64,876.76,21912.08,-14458.75,36370.83,30854.89,1278.34,767.01,83.15,0.7538,0.1454,0.2516,0.2012,0.3596,0.5923,0.2183,0.0241,0.04
2020-02-27,4016.2,1637.32,1209.76,876.85,22350.5,-14897.17,37247.68,31621.97,1278.47,767.08,83.15,0.7538,0.1454,0.249,0.2012,0.3596,0.5923,0.2183,0.0235,0.0392
2020-02-28,4022.04,1639.7,1211.52,878.12,22789.57,-15336.23,38125.8,32390.16,1280.33,768.2,83.15,0.7538,0.1454,0.2465,0.2012,0.3596,0.5923,0.2183,0.023,0.0385
